ID,Jenis Sayuran,Tanggal Harga,Musim,Harga Beli Pengepul per Kilogram
571,Sawi Putih,4/6/2021,Kemarau,1200
572,Cabe Chilli,4/6/2021,Kemarau,24400
573,Cabe Kriting,4/6/2021,Kemarau,36000
574,Cabe Rawit,4/6/2021,Kemarau,55900
575,Kol,4/6/2021,Kemarau,2500
576,Buncis,4/6/2021,Kemarau,3100
577,Sawi Putih,4/7/2021,Kemarau,600
578,Cabe Chilli,4/7/2021,Kemarau,23600
579,Cabe Kriting,4/7/2021,Kemarau,31100
580,Cabe Rawit,4/7/2021,Kemarau,55100
581,Kol,4/7/2021,Kemarau,4200
582,Buncis,4/7/2021,Kemarau,2000
583,Sawi Putih,4/8/2021,Kemarau,1200
584,Cabe Chilli,4/8/2021,Kemarau,29600
585,Cabe Kriting,4/8/2021,Kemarau,39900
586,Cabe Rawit,4/8/2021,Kemarau,63700
587,Kol,4/8/2021,Kemarau,3400
588,Buncis,4/8/2021,Kemarau,5700
589,Sawi Putih,4/9/2021,Kemarau,2600
590,Cabe Chilli,4/9/2021,Kemarau,26800
591,Cabe Kriting,4/9/2021,Kemarau,30900
592,Cabe Rawit,4/9/2021,Kemarau,57400
593,Kol,4/9/2021,Kemarau,6200
594,Buncis,4/9/2021,Kemarau,2600
595,Sawi Putih,4/10/2021,Kemarau,2500
596,Cabe Chilli,4/10/2021,Kemarau,30800
597,Cabe Kriting,4/10/2021,Kemarau,41100
598,Cabe Rawit,4/10/2021,Kemarau,48100
599,Kol,4/10/2021,Kemarau,8000
600,Buncis,4/10/2021,Kemarau,4000
601,Sawi Putih,4/11/2021,Kemarau,1900
602,Cabe Chilli,4/11/2021,Kemarau,24000
603,Cabe Kriting,4/11/2021,Kemarau,27000
604,Cabe Rawit,4/11/2021,Kemarau,53200
605,Kol,4/11/2021,Kemarau,9600
606,Buncis,4/11/2021,Kemarau,2700
607,Sawi Putih,4/12/2021,Kemarau,4100
608,Cabe Chilli,4/12/2021,Kemarau,27600
609,Cabe Kriting,4/12/2021,Kemarau,37200
610,Cabe Rawit,4/12/2021,Kemarau,50100
611,Kol,4/12/2021,Kemarau,5100
612,Buncis,4/12/2021,Kemarau,6000
613,Sawi Putih,4/13/2021,Kemarau,4300
614,Cabe Chilli,4/13/2021,Kemarau,33900
615,Cabe Kriting,4/13/2021,Kemarau,53800
616,Cabe Rawit,4/13/2021,Kemarau,56700
617,Kol,4/13/2021,Kemarau,3500
618,Buncis,4/13/2021,Kemarau,7600
619,Sawi Putih,4/14/2021,Kemarau,2200
620,Cabe Chilli,4/14/2021,Kemarau,40300
621,Cabe Kriting,4/14/2021,Kemarau,42400
622,Cabe Rawit,4/14/2021,Kemarau,56100
623,Kol,4/14/2021,Kemarau,9200
624,Buncis,4/14/2021,Kemarau,2700
625,Sawi Putih,4/15/2021,Kemarau,4100
626,Cabe Chilli,4/15/2021,Kemarau,38900
627,Cabe Kriting,4/15/2021,Kemarau,54000
628,Cabe Rawit,4/15/2021,Kemarau,61000
629,Kol,4/15/2021,Kemarau,4100
630,Buncis,4/15/2021,Kemarau,6700
631,Sawi Putih,4/16/2021,Kemarau,1800
632,Cabe Chilli,4/16/2021,Kemarau,33800
633,Cabe Kriting,4/16/2021,Kemarau,36000
634,Cabe Rawit,4/16/2021,Kemarau,85300
635,Kol,4/16/2021,Kemarau,6100
636,Buncis,4/16/2021,Kemarau,7400
637,Sawi Putih,4/17/2021,Kemarau,4700
638,Cabe Chilli,4/17/2021,Kemarau,38100
639,Cabe Kriting,4/17/2021,Kemarau,42800
640,Cabe Rawit,4/17/2021,Kemarau,69400
641,Kol,4/17/2021,Kemarau,8400
642,Buncis,4/17/2021,Kemarau,5400
643,Sawi Putih,4/18/2021,Kemarau,1800
644,Cabe Chilli,4/18/2021,Kemarau,35900
645,Cabe Kriting,4/18/2021,Kemarau,39400
646,Cabe Rawit,4/18/2021,Kemarau,64700
647,Kol,4/18/2021,Kemarau,5100
648,Buncis,4/18/2021,Kemarau,3000
649,Sawi Putih,4/19/2021,Kemarau,600
650,Cabe Chilli,4/19/2021,Kemarau,35800
651,Cabe Kriting,4/19/2021,Kemarau,35100
652,Cabe Rawit,4/19/2021,Kemarau,66500
653,Kol,4/19/2021,Kemarau,6500
654,Buncis,4/19/2021,Kemarau,2100
655,Sawi Putih,4/20/2021,Kemarau,600
656,Cabe Chilli,4/20/2021,Kemarau,38000
657,Cabe Kriting,4/20/2021,Kemarau,43600
658,Cabe Rawit,4/20/2021,Kemarau,70700
659,Kol,4/20/2021,Kemarau,11700
660,Buncis,4/20/2021,Kemarau,7300
661,Sawi Putih,4/21/2021,Kemarau,3500
662,Cabe Chilli,4/21/2021,Kemarau,29300
663,Cabe Kriting,4/21/2021,Kemarau,42400
664,Cabe Rawit,4/21/2021,Kemarau,66300
665,Kol,4/21/2021,Kemarau,10800
666,Buncis,4/21/2021,Kemarau,2200
667,Sawi Putih,4/22/2021,Kemarau,3600
668,Cabe Chilli,4/22/2021,Kemarau,32100
669,Cabe Kriting,4/22/2021,Kemarau,53500
670,Cabe Rawit,4/22/2021,Kemarau,73800
671,Kol,4/22/2021,Kemarau,8800
672,Buncis,4/22/2021,Kemarau,7800
673,Sawi Putih,4/23/2021,Kemarau,4800
674,Cabe Chilli,4/23/2021,Kemarau,31400
675,Cabe Kriting,4/23/2021,Kemarau,41700
676,Cabe Rawit,4/23/2021,Kemarau,80800
677,Kol,4/23/2021,Kemarau,7500
678,Buncis,4/23/2021,Kemarau,7900
679,Sawi Putih,4/24/2021,Kemarau,2600
680,Cabe Chilli,4/24/2021,Kemarau,36600
681,Cabe Kriting,4/24/2021,Kemarau,37400
682,Cabe Rawit,4/24/2021,Kemarau,70200
683,Kol,4/24/2021,Kemarau,12000
684,Buncis,4/24/2021,Kemarau,6500
685,Sawi Putih,4/25/2021,Kemarau,2600
686,Cabe Chilli,4/25/2021,Kemarau,37800
687,Cabe Kriting,4/25/2021,Kemarau,52100
688,Cabe Rawit,4/25/2021,Kemarau,55600
689,Kol,4/25/2021,Kemarau,3800
690,Buncis,4/25/2021,Kemarau,2800
691,Sawi Putih,4/26/2021,Kemarau,2800
692,Cabe Chilli,4/26/2021,Kemarau,28800
693,Cabe Kriting,4/26/2021,Kemarau,42700
694,Cabe Rawit,4/26/2021,Kemarau,63500
695,Kol,4/26/2021,Kemarau,12700
696,Buncis,4/26/2021,Kemarau,7200
697,Sawi Putih,4/27/2021,Kemarau,4800
698,Cabe Chilli,4/27/2021,Kemarau,32100
699,Cabe Kriting,4/27/2021,Kemarau,39300
700,Cabe Rawit,4/27/2021,Kemarau,66500
701,Kol,4/27/2021,Kemarau,8300
702,Buncis,4/27/2021,Kemarau,4800
703,Sawi Putih,4/28/2021,Kemarau,3100
704,Cabe Chilli,4/28/2021,Kemarau,38300
705,Cabe Kriting,4/28/2021,Kemarau,44700
706,Cabe Rawit,4/28/2021,Kemarau,61200
707,Kol,4/28/2021,Kemarau,4100
708,Buncis,4/28/2021,Kemarau,6000
709,Sawi Putih,4/29/2021,Kemarau,1900
710,Cabe Chilli,4/29/2021,Kemarau,36000
711,Cabe Kriting,4/29/2021,Kemarau,41400
712,Cabe Rawit,4/29/2021,Kemarau,60700
713,Kol,4/29/2021,Kemarau,12400
714,Buncis,4/29/2021,Kemarau,4400
715,Sawi Putih,4/30/2021,Kemarau,800
716,Cabe Chilli,4/30/2021,Kemarau,42700
717,Cabe Kriting,4/30/2021,Kemarau,38400
718,Cabe Rawit,4/30/2021,Kemarau,77100
719,Kol,4/30/2021,Kemarau,7000
720,Buncis,4/30/2021,Kemarau,5600
721,Sawi Putih,5/1/2021,Kemarau,4700
722,Cabe Chilli,5/1/2021,Kemarau,42500
723,Cabe Kriting,5/1/2021,Kemarau,37000
724,Cabe Rawit,5/1/2021,Kemarau,56000
725,Kol,5/1/2021,Kemarau,7400
726,Buncis,5/1/2021,Kemarau,5800
727,Sawi Putih,5/2/2021,Kemarau,1300
728,Cabe Chilli,5/2/2021,Kemarau,31500
729,Cabe Kriting,5/2/2021,Kemarau,41700
730,Cabe Rawit,5/2/2021,Kemarau,66000
731,Kol,5/2/2021,Kemarau,9200
732,Buncis,5/2/2021,Kemarau,3000
733,Sawi Putih,5/3/2021,Kemarau,4200
734,Cabe Chilli,5/3/2021,Kemarau,36000
735,Cabe Kriting,5/3/2021,Kemarau,45100
736,Cabe Rawit,5/3/2021,Kemarau,68600
737,Kol,5/3/2021,Kemarau,11100
738,Buncis,5/3/2021,Kemarau,5500
739,Sawi Putih,5/4/2021,Kemarau,4100
740,Cabe Chilli,5/4/2021,Kemarau,28000
741,Cabe Kriting,5/4/2021,Kemarau,41000
742,Cabe Rawit,5/4/2021,Kemarau,59000
743,Kol,5/4/2021,Kemarau,5200
744,Buncis,5/4/2021,Kemarau,4600
745,Sawi Putih,5/5/2021,Kemarau,3800
746,Cabe Chilli,5/5/2021,Kemarau,33300
747,Cabe Kriting,5/5/2021,Kemarau,36600
748,Cabe Rawit,5/5/2021,Kemarau,72700
749,Kol,5/5/2021,Kemarau,6900
750,Buncis,5/5/2021,Kemarau,3000
751,Sawi Putih,5/6/2021,Kemarau,1700
752,Cabe Chilli,5/6/2021,Kemarau,34700
753,Cabe Kriting,5/6/2021,Kemarau,52000
754,Cabe Rawit,5/6/2021,Kemarau,72900
755,Kol,5/6/2021,Kemarau,8500
756,Buncis,5/6/2021,Kemarau,5800
757,Sawi Putih,5/7/2021,Kemarau,700
758,Cabe Chilli,5/7/2021,Kemarau,35800
759,Cabe Kriting,5/7/2021,Kemarau,50300
760,Cabe Rawit,5/7/2021,Kemarau,75500
761,Kol,5/7/2021,Kemarau,8000
762,Buncis,5/7/2021,Kemarau,4200
763,Sawi Putih,5/8/2021,Kemarau,4200
764,Cabe Chilli,5/8/2021,Kemarau,34700
765,Cabe Kriting,5/8/2021,Kemarau,46700
766,Cabe Rawit,5/8/2021,Kemarau,82500
767,Kol,5/8/2021,Kemarau,5100
768,Buncis,5/8/2021,Kemarau,5700
769,Sawi Putih,5/9/2021,Kemarau,5000
770,Cabe Chilli,5/9/2021,Kemarau,36700
771,Cabe Kriting,5/9/2021,Kemarau,44400
772,Cabe Rawit,5/9/2021,Kemarau,60800
773,Kol,5/9/2021,Kemarau,4700
774,Buncis,5/9/2021,Kemarau,7000
775,Sawi Putih,5/10/2021,Kemarau,3100
776,Cabe Chilli,5/10/2021,Kemarau,31200
777,Cabe Kriting,5/10/2021,Kemarau,38600
778,Cabe Rawit,5/10/2021,Kemarau,61900
779,Kol,5/10/2021,Kemarau,7600
780,Buncis,5/10/2021,Kemarau,2500
781,Sawi Putih,5/11/2021,Kemarau,1500
782,Cabe Chilli,5/11/2021,Kemarau,40800
783,Cabe Kriting,5/11/2021,Kemarau,46500
784,Cabe Rawit,5/11/2021,Kemarau,70600
785,Kol,5/11/2021,Kemarau,4400
786,Buncis,5/11/2021,Kemarau,8800
787,Sawi Putih,5/12/2021,Kemarau,2800
788,Cabe Chilli,5/12/2021,Kemarau,40400
789,Cabe Kriting,5/12/2021,Kemarau,51600
790,Cabe Rawit,5/12/2021,Kemarau,64100
791,Kol,5/12/2021,Kemarau,4600
792,Buncis,5/12/2021,Kemarau,2500
793,Sawi Putih,5/13/2021,Kemarau,3000
794,Cabe Chilli,5/13/2021,Kemarau,38000
795,Cabe Kriting,5/13/2021,Kemarau,50900
796,Cabe Rawit,5/13/2021,Kemarau,66900
797,Kol,5/13/2021,Kemarau,6100
798,Buncis,5/13/2021,Kemarau,3400
799,Sawi Putih,5/14/2021,Kemarau,2900
800,Cabe Chilli,5/14/2021,Kemarau,28100
801,Cabe Kriting,5/14/2021,Kemarau,58700
802,Cabe Rawit,5/14/2021,Kemarau,64200
803,Kol,5/14/2021,Kemarau,4800
804,Buncis,5/14/2021,Kemarau,4400
805,Sawi Putih,5/15/2021,Kemarau,1800
806,Cabe Chilli,5/15/2021,Kemarau,42400
807,Cabe Kriting,5/15/2021,Kemarau,55500
808,Cabe Rawit,5/15/2021,Kemarau,57200
809,Kol,5/15/2021,Kemarau,6600
810,Buncis,5/15/2021,Kemarau,6400
811,Sawi Putih,5/16/2021,Kemarau,4000
812,Cabe Chilli,5/16/2021,Kemarau,34600
813,Cabe Kriting,5/16/2021,Kemarau,38600
814,Cabe Rawit,5/16/2021,Kemarau,63600
815,Kol,5/16/2021,Kemarau,11800
816,Buncis,5/16/2021,Kemarau,3100
817,Sawi Putih,5/17/2021,Kemarau,1100
818,Cabe Chilli,5/17/2021,Kemarau,38600
819,Cabe Kriting,5/17/2021,Kemarau,41300
820,Cabe Rawit,5/17/2021,Kemarau,64000
821,Kol,5/17/2021,Kemarau,4800
822,Buncis,5/17/2021,Kemarau,6200
823,Sawi Putih,5/18/2021,Kemarau,4900
824,Cabe Chilli,5/18/2021,Kemarau,36600
825,Cabe Kriting,5/18/2021,Kemarau,38900
826,Cabe Rawit,5/18/2021,Kemarau,72000
827,Kol,5/18/2021,Kemarau,5000
828,Buncis,5/18/2021,Kemarau,3100
829,Sawi Putih,5/19/2021,Kemarau,4000
830,Cabe Chilli,5/19/2021,Kemarau,29800
831,Cabe Kriting,5/19/2021,Kemarau,47900
832,Cabe Rawit,5/19/2021,Kemarau,76700
833,Kol,5/19/2021,Kemarau,7400
834,Buncis,5/19/2021,Kemarau,2900
835,Sawi Putih,5/20/2021,Kemarau,1300
836,Cabe Chilli,5/20/2021,Kemarau,32400
837,Cabe Kriting,5/20/2021,Kemarau,45800
838,Cabe Rawit,5/20/2021,Kemarau,73000
839,Kol,5/20/2021,Kemarau,4000
840,Buncis,5/20/2021,Kemarau,2400
841,Sawi Putih,5/21/2021,Kemarau,2500
842,Cabe Chilli,5/21/2021,Kemarau,34800
843,Cabe Kriting,5/21/2021,Kemarau,41900
844,Cabe Rawit,5/21/2021,Kemarau,70100
845,Kol,5/21/2021,Kemarau,9300
846,Buncis,5/21/2021,Kemarau,3400
847,Sawi Putih,5/22/2021,Kemarau,3800
848,Cabe Chilli,5/22/2021,Kemarau,45700
849,Cabe Kriting,5/22/2021,Kemarau,52000
850,Cabe Rawit,5/22/2021,Kemarau,63800
851,Kol,5/22/2021,Kemarau,10900
852,Buncis,5/22/2021,Kemarau,7400
853,Sawi Putih,5/23/2021,Kemarau,1600
854,Cabe Chilli,5/23/2021,Kemarau,42200
855,Cabe Kriting,5/23/2021,Kemarau,49400
856,Cabe Rawit,5/23/2021,Kemarau,55800
857,Kol,5/23/2021,Kemarau,8200
858,Buncis,5/23/2021,Kemarau,4300
859,Sawi Putih,5/24/2021,Kemarau,2200
860,Cabe Chilli,5/24/2021,Kemarau,31100
861,Cabe Kriting,5/24/2021,Kemarau,54400
862,Cabe Rawit,5/24/2021,Kemarau,52100
863,Kol,5/24/2021,Kemarau,5900
864,Buncis,5/24/2021,Kemarau,3200
865,Sawi Putih,5/25/2021,Kemarau,2200
866,Cabe Chilli,5/25/2021,Kemarau,42300
867,Cabe Kriting,5/25/2021,Kemarau,57900
868,Cabe Rawit,5/25/2021,Kemarau,62800
869,Kol,5/25/2021,Kemarau,4800
870,Buncis,5/25/2021,Kemarau,6900
871,Sawi Putih,5/26/2021,Kemarau,3500
872,Cabe Chilli,5/26/2021,Kemarau,32900
873,Cabe Kriting,5/26/2021,Kemarau,58000
874,Cabe Rawit,5/26/2021,Kemarau,72100
875,Kol,5/26/2021,Kemarau,11900
876,Buncis,5/26/2021,Kemarau,5600
877,Sawi Putih,5/27/2021,Kemarau,4900
878,Cabe Chilli,5/27/2021,Kemarau,42200
879,Cabe Kriting,5/27/2021,Kemarau,39400
880,Cabe Rawit,5/27/2021,Kemarau,69400
881,Kol,5/27/2021,Kemarau,9100
882,Buncis,5/27/2021,Kemarau,7600
883,Sawi Putih,5/28/2021,Kemarau,1000
884,Cabe Chilli,5/28/2021,Kemarau,26600
885,Cabe Kriting,5/28/2021,Kemarau,38200
886,Cabe Rawit,5/28/2021,Kemarau,56600
887,Kol,5/28/2021,Kemarau,2900
888,Buncis,5/28/2021,Kemarau,7000
889,Sawi Putih,5/29/2021,Kemarau,2300
890,Cabe Chilli,5/29/2021,Kemarau,32800
891,Cabe Kriting,5/29/2021,Kemarau,38300
892,Cabe Rawit,5/29/2021,Kemarau,61400
893,Kol,5/29/2021,Kemarau,5200
894,Buncis,5/29/2021,Kemarau,6600
895,Sawi Putih,5/30/2021,Kemarau,1000
896,Cabe Chilli,5/30/2021,Kemarau,35900
897,Cabe Kriting,5/30/2021,Kemarau,32900
898,Cabe Rawit,5/30/2021,Kemarau,52300
899,Kol,5/30/2021,Kemarau,7700
900,Buncis,5/30/2021,Kemarau,1700
901,Sawi Putih,5/31/2021,Kemarau,3200
902,Cabe Chilli,5/31/2021,Kemarau,29100
903,Cabe Kriting,5/31/2021,Kemarau,39000
904,Cabe Rawit,5/31/2021,Kemarau,61000
905,Kol,5/31/2021,Kemarau,6100
906,Buncis,5/31/2021,Kemarau,5200
907,Sawi Putih,6/1/2021,Kemarau,3500
908,Cabe Chilli,6/1/2021,Kemarau,33000
909,Cabe Kriting,6/1/2021,Kemarau,29900
910,Cabe Rawit,6/1/2021,Kemarau,44000
911,Kol,6/1/2021,Kemarau,5300
912,Buncis,6/1/2021,Kemarau,5700
913,Sawi Putih,6/2/2021,Kemarau,500
914,Cabe Chilli,6/2/2021,Kemarau,23200
915,Cabe Kriting,6/2/2021,Kemarau,47000
916,Cabe Rawit,6/2/2021,Kemarau,47700
917,Kol,6/2/2021,Kemarau,8500
918,Buncis,6/2/2021,Kemarau,5900
919,Sawi Putih,6/3/2021,Kemarau,600
920,Cabe Chilli,6/3/2021,Kemarau,33900
921,Cabe Kriting,6/3/2021,Kemarau,33300
922,Cabe Rawit,6/3/2021,Kemarau,57500
923,Kol,6/3/2021,Kemarau,4200
924,Buncis,6/3/2021,Kemarau,3800
925,Sawi Putih,6/4/2021,Kemarau,1700
926,Cabe Chilli,6/4/2021,Kemarau,19500
927,Cabe Kriting,6/4/2021,Kemarau,34300
928,Cabe Rawit,6/4/2021,Kemarau,58100
929,Kol,6/4/2021,Kemarau,5300
930,Buncis,6/4/2021,Kemarau,4200
931,Sawi Putih,6/5/2021,Kemarau,1500
932,Cabe Chilli,6/5/2021,Kemarau,35300
933,Cabe Kriting,6/5/2021,Kemarau,36800
934,Cabe Rawit,6/5/2021,Kemarau,60500
935,Kol,6/5/2021,Kemarau,2800
936,Buncis,6/5/2021,Kemarau,3000
937,Sawi Putih,6/6/2021,Kemarau,600
938,Cabe Chilli,6/6/2021,Kemarau,23400
939,Cabe Kriting,6/6/2021,Kemarau,37100
940,Cabe Rawit,6/6/2021,Kemarau,65400
941,Kol,6/6/2021,Kemarau,5300
942,Buncis,6/6/2021,Kemarau,5000
943,Sawi Putih,6/7/2021,Kemarau,2400
944,Cabe Chilli,6/7/2021,Kemarau,29200
945,Cabe Kriting,6/7/2021,Kemarau,36800
946,Cabe Rawit,6/7/2021,Kemarau,58400
947,Kol,6/7/2021,Kemarau,8100
948,Buncis,6/7/2021,Kemarau,3100
949,Sawi Putih,6/8/2021,Kemarau,1700
950,Cabe Chilli,6/8/2021,Kemarau,30600
951,Cabe Kriting,6/8/2021,Kemarau,31600
952,Cabe Rawit,6/8/2021,Kemarau,45700
953,Kol,6/8/2021,Kemarau,5700
954,Buncis,6/8/2021,Kemarau,2400
955,Sawi Putih,6/9/2021,Kemarau,2800
956,Cabe Chilli,6/9/2021,Kemarau,38300
957,Cabe Kriting,6/9/2021,Kemarau,32600
958,Cabe Rawit,6/9/2021,Kemarau,57900
959,Kol,6/9/2021,Kemarau,9500
960,Buncis,6/9/2021,Kemarau,3800
961,Sawi Putih,6/10/2021,Kemarau,1000
962,Cabe Chilli,6/10/2021,Kemarau,24200
963,Cabe Kriting,6/10/2021,Kemarau,48000
964,Cabe Rawit,6/10/2021,Kemarau,53800
965,Kol,6/10/2021,Kemarau,8200
966,Buncis,6/10/2021,Kemarau,6600
967,Sawi Putih,6/11/2021,Kemarau,700
968,Cabe Chilli,6/11/2021,Kemarau,28400
969,Cabe Kriting,6/11/2021,Kemarau,34700
970,Cabe Rawit,6/11/2021,Kemarau,53100
971,Kol,6/11/2021,Kemarau,8700
972,Buncis,6/11/2021,Kemarau,2700
973,Sawi Putih,6/12/2021,Kemarau,800
974,Cabe Chilli,6/12/2021,Kemarau,25200
975,Cabe Kriting,6/12/2021,Kemarau,33100
976,Cabe Rawit,6/12/2021,Kemarau,49200
977,Kol,6/12/2021,Kemarau,4400
978,Buncis,6/12/2021,Kemarau,5600
979,Sawi Putih,6/13/2021,Kemarau,1400
980,Cabe Chilli,6/13/2021,Kemarau,27200
981,Cabe Kriting,6/13/2021,Kemarau,34200
982,Cabe Rawit,6/13/2021,Kemarau,54800
983,Kol,6/13/2021,Kemarau,5400
984,Buncis,6/13/2021,Kemarau,2000
985,Sawi Putih,6/14/2021,Kemarau,3500
986,Cabe Chilli,6/14/2021,Kemarau,24000
987,Cabe Kriting,6/14/2021,Kemarau,46900
988,Cabe Rawit,6/14/2021,Kemarau,58500
989,Kol,6/14/2021,Kemarau,5800
990,Buncis,6/14/2021,Kemarau,2500
991,Sawi Putih,6/15/2021,Kemarau,2400
992,Cabe Chilli,6/15/2021,Kemarau,38900
993,Cabe Kriting,6/15/2021,Kemarau,34900
994,Cabe Rawit,6/15/2021,Kemarau,59300
995,Kol,6/15/2021,Kemarau,3700
996,Buncis,6/15/2021,Kemarau,6100
997,Sawi Putih,6/16/2021,Kemarau,4100
998,Cabe Chilli,6/16/2021,Kemarau,29200
999,Cabe Kriting,6/16/2021,Kemarau,32200
1000,Cabe Rawit,6/16/2021,Kemarau,53500
1001,Kol,6/16/2021,Kemarau,6800
1002,Buncis,6/16/2021,Kemarau,3000
1003,Sawi Putih,6/17/2021,Kemarau,4200
1004,Cabe Chilli,6/17/2021,Kemarau,25800
1005,Cabe Kriting,6/17/2021,Kemarau,35300
1006,Cabe Rawit,6/17/2021,Kemarau,52900
1007,Kol,6/17/2021,Kemarau,8500
1008,Buncis,6/17/2021,Kemarau,2400
1009,Sawi Putih,6/18/2021,Kemarau,1100
1010,Cabe Chilli,6/18/2021,Kemarau,26100
1011,Cabe Kriting,6/18/2021,Kemarau,27900
1012,Cabe Rawit,6/18/2021,Kemarau,61400
1013,Kol,6/18/2021,Kemarau,9400
1014,Buncis,6/18/2021,Kemarau,2700
1015,Sawi Putih,6/19/2021,Kemarau,1300
1016,Cabe Chilli,6/19/2021,Kemarau,25300
1017,Cabe Kriting,6/19/2021,Kemarau,35700
1018,Cabe Rawit,6/19/2021,Kemarau,55000
1019,Kol,6/19/2021,Kemarau,10300
1020,Buncis,6/19/2021,Kemarau,4100
1021,Sawi Putih,6/20/2021,Kemarau,3500
1022,Cabe Chilli,6/20/2021,Kemarau,39500
1023,Cabe Kriting,6/20/2021,Kemarau,46900
1024,Cabe Rawit,6/20/2021,Kemarau,62300
1025,Kol,6/20/2021,Kemarau,10100
1026,Buncis,6/20/2021,Kemarau,6000
1027,Sawi Putih,6/21/2021,Kemarau,2200
1028,Cabe Chilli,6/21/2021,Kemarau,30500
1029,Cabe Kriting,6/21/2021,Kemarau,38700
1030,Cabe Rawit,6/21/2021,Kemarau,74700
1031,Kol,6/21/2021,Kemarau,3400
1032,Buncis,6/21/2021,Kemarau,5900
1033,Sawi Putih,6/22/2021,Kemarau,1700
1034,Cabe Chilli,6/22/2021,Kemarau,33200
1035,Cabe Kriting,6/22/2021,Kemarau,41500
1036,Cabe Rawit,6/22/2021,Kemarau,75200
1037,Kol,6/22/2021,Kemarau,11100
1038,Buncis,6/22/2021,Kemarau,7100
1039,Sawi Putih,6/23/2021,Kemarau,1100
1040,Cabe Chilli,6/23/2021,Kemarau,41600
1041,Cabe Kriting,6/23/2021,Kemarau,41700
1042,Cabe Rawit,6/23/2021,Kemarau,76300
1043,Kol,6/23/2021,Kemarau,7900
1044,Buncis,6/23/2021,Kemarau,4900
1045,Sawi Putih,6/24/2021,Kemarau,4200
1046,Cabe Chilli,6/24/2021,Kemarau,36300
1047,Cabe Kriting,6/24/2021,Kemarau,44400
1048,Cabe Rawit,6/24/2021,Kemarau,65200
1049,Kol,6/24/2021,Kemarau,7800
1050,Buncis,6/24/2021,Kemarau,4000
1051,Sawi Putih,6/25/2021,Kemarau,3200
1052,Cabe Chilli,6/25/2021,Kemarau,37800
1053,Cabe Kriting,6/25/2021,Kemarau,48200
1054,Cabe Rawit,6/25/2021,Kemarau,76700
1055,Kol,6/25/2021,Kemarau,6100
1056,Buncis,6/25/2021,Kemarau,6200
1057,Sawi Putih,6/26/2021,Kemarau,1800
1058,Cabe Chilli,6/26/2021,Kemarau,34000
1059,Cabe Kriting,6/26/2021,Kemarau,47000
1060,Cabe Rawit,6/26/2021,Kemarau,69600
1061,Kol,6/26/2021,Kemarau,8600
1062,Buncis,6/26/2021,Kemarau,4400
1063,Sawi Putih,6/27/2021,Kemarau,1400
1064,Cabe Chilli,6/27/2021,Kemarau,31500
1065,Cabe Kriting,6/27/2021,Kemarau,46800
1066,Cabe Rawit,6/27/2021,Kemarau,66700
1067,Kol,6/27/2021,Kemarau,3500
1068,Buncis,6/27/2021,Kemarau,5100
1069,Sawi Putih,6/28/2021,Kemarau,700
1070,Cabe Chilli,6/28/2021,Kemarau,33000
1071,Cabe Kriting,6/28/2021,Kemarau,40000
1072,Cabe Rawit,6/28/2021,Kemarau,73000
1073,Kol,6/28/2021,Kemarau,7700
1074,Buncis,6/28/2021,Kemarau,3000
1075,Sawi Putih,6/29/2021,Kemarau,700
1076,Cabe Chilli,6/29/2021,Kemarau,38100
1077,Cabe Kriting,6/29/2021,Kemarau,41900
1078,Cabe Rawit,6/29/2021,Kemarau,72000
1079,Kol,6/29/2021,Kemarau,12400
1080,Buncis,6/29/2021,Kemarau,4700
1081,Sawi Putih,6/30/2021,Kemarau,4800
1082,Cabe Chilli,6/30/2021,Kemarau,42700
1083,Cabe Kriting,6/30/2021,Kemarau,39500
1084,Cabe Rawit,6/30/2021,Kemarau,61000
1085,Kol,6/30/2021,Kemarau,8800
1086,Buncis,6/30/2021,Kemarau,3100
1087,Sawi Putih,7/1/2021,Kemarau,500
1088,Cabe Chilli,7/1/2021,Kemarau,29200
1089,Cabe Kriting,7/1/2021,Kemarau,43200
1090,Cabe Rawit,7/1/2021,Kemarau,58500
1091,Kol,7/1/2021,Kemarau,10500
1092,Buncis,7/1/2021,Kemarau,5100
1093,Sawi Putih,7/2/2021,Kemarau,2800
1094,Cabe Chilli,7/2/2021,Kemarau,33900
1095,Cabe Kriting,7/2/2021,Kemarau,51500
1096,Cabe Rawit,7/2/2021,Kemarau,68600
1097,Kol,7/2/2021,Kemarau,8400
1098,Buncis,7/2/2021,Kemarau,7700
1099,Sawi Putih,7/3/2021,Kemarau,5100
1100,Cabe Chilli,7/3/2021,Kemarau,40900
1101,Cabe Kriting,7/3/2021,Kemarau,46500
1102,Cabe Rawit,7/3/2021,Kemarau,74600
1103,Kol,7/3/2021,Kemarau,4700
1104,Buncis,7/3/2021,Kemarau,6500
1105,Sawi Putih,7/4/2021,Kemarau,1200
1106,Cabe Chilli,7/4/2021,Kemarau,32500
1107,Cabe Kriting,7/4/2021,Kemarau,44100
1108,Cabe Rawit,7/4/2021,Kemarau,89100
1109,Kol,7/4/2021,Kemarau,7900
1110,Buncis,7/4/2021,Kemarau,5800
1111,Sawi Putih,7/5/2021,Kemarau,3100
1112,Cabe Chilli,7/5/2021,Kemarau,33100
1113,Cabe Kriting,7/5/2021,Kemarau,42100
1114,Cabe Rawit,7/5/2021,Kemarau,63300
1115,Kol,7/5/2021,Kemarau,2900
1116,Buncis,7/5/2021,Kemarau,6500
