Id,Jenis Sayuran,Harga Sayuran per KG,Tanggal Harga,Musim,Harga Pasar
434,Tomat,9129,2021-03-03,Hujan,10407.771977841621
435,Sawi Putih,3967,2021-03-04,Hujan,4535.890474639568
436,Cabe Chilli,78907,2021-03-04,Hujan,88236.76951543806
437,Cabe Kriting,58950,2021-03-04,Hujan,65833.62915602332
438,Cabe Rawit,92157,2021-03-04,Hujan,103915.69560380126
439,Kol,3964,2021-03-04,Hujan,4385.212255134877
440,Buncis,7659,2021-03-04,Hujan,8727.307812992038
441,Tomat,9431,2021-03-04,Hujan,10793.968338955028
442,Sawi Putih,4933,2021-03-05,Hujan,5551.940169724698
443,Cabe Chilli,35742,2021-03-05,Hujan,41073.64562866552
444,Cabe Kriting,52805,2021-03-05,Hujan,58710.7092020543
445,Cabe Rawit,96234,2021-03-05,Hujan,107804.51983554737
446,Kol,4811,2021-03-05,Hujan,5499.770214607684
447,Buncis,7875,2021-03-05,Hujan,8953.770115272033
448,Tomat,4823,2021-03-05,Hujan,5414.632911970706
449,Sawi Putih,4945,2021-03-06,Hujan,5471.810866753329
450,Cabe Chilli,36929,2021-03-06,Hujan,40677.59306646257
451,Cabe Kriting,57353,2021-03-06,Hujan,65672.634607829
452,Cabe Rawit,74772,2021-03-06,Hujan,83952.93801767238
453,Kol,3599,2021-03-06,Hujan,4031.8087975952826
454,Buncis,5590,2021-03-06,Hujan,6194.8160597168135
455,Tomat,4526,2021-03-06,Hujan,5092.152123469782
456,Sawi Putih,3123,2021-03-07,Hujan,3469.985856787312
457,Cabe Chilli,57695,2021-03-07,Hujan,65190.365992486746
458,Cabe Kriting,30066,2021-03-07,Hujan,33607.25644971379
459,Cabe Rawit,74566,2021-03-07,Hujan,82394.28760445362
460,Kol,3836,2021-03-07,Hujan,4279.62860021318
461,Buncis,5162,2021-03-07,Hujan,5735.11717492513
462,Tomat,2334,2021-03-07,Hujan,2653.3731629117488
463,Sawi Putih,2680,2021-03-08,Hujan,2962.765713976299
464,Cabe Chilli,29702,2021-03-08,Hujan,33833.83956804739
465,Cabe Kriting,58354,2021-03-08,Hujan,64279.043068621475
466,Cabe Rawit,95075,2021-03-08,Hujan,105276.54115452751
467,Kol,6891,2021-03-08,Hujan,7821.482546715344
468,Buncis,5531,2021-03-08,Hujan,6200.557093071649
469,Tomat,2046,2021-03-08,Hujan,2325.7740970543905
470,Sawi Putih,4607,2021-03-09,Hujan,5183.080206370094
471,Cabe Chilli,53522,2021-03-09,Hujan,60410.701439013064
472,Cabe Kriting,30767,2021-03-09,Hujan,34536.108836823114
473,Cabe Rawit,65750,2021-03-09,Hujan,72624.9259498481
474,Kol,4927,2021-03-09,Hujan,5433.7117052990925
475,Buncis,4276,2021-03-09,Hujan,4876.46498137968
476,Tomat,3550,2021-03-09,Hujan,3996.499420432478
477,Sawi Putih,3218,2021-03-10,Hujan,3673.6188922995425
478,Cabe Chilli,64380,2021-03-10,Hujan,73139.2216636208
479,Cabe Kriting,23104,2021-03-10,Hujan,25459.080244122873
480,Cabe Rawit,94038,2021-03-10,Hujan,106435.03675689409
481,Kol,3948,2021-03-10,Hujan,4389.489355841265
482,Buncis,4028,2021-03-10,Hujan,4580.778661113804
483,Tomat,2703,2021-03-10,Hujan,3051.0174477625255
484,Sawi Putih,1015,2021-03-11,Hujan,1155.139365636869
485,Cabe Chilli,39499,2021-03-11,Hujan,43761.55213898265
486,Cabe Kriting,20709,2021-03-11,Hujan,23698.363477422758
487,Cabe Rawit,40837,2021-03-11,Hujan,46264.394916882
488,Kol,2566,2021-03-11,Hujan,2913.935552998949
489,Buncis,5259,2021-03-11,Hujan,5877.0000164787025
490,Tomat,4619,2021-03-11,Hujan,5237.769917075323
491,Sawi Putih,591,2021-03-12,Hujan,674.2072240261768
492,Cabe Chilli,59674,2021-03-12,Hujan,67801.78457049196
493,Cabe Kriting,68662,2021-03-12,Hujan,77528.84412137435
494,Cabe Rawit,77813,2021-03-12,Hujan,89243.36686658057
495,Kol,3605,2021-03-12,Hujan,4086.3455962676685
496,Buncis,6592,2021-03-12,Hujan,7378.110454142537
497,Tomat,7561,2021-03-12,Hujan,8494.02985423433
498,Sawi Putih,4633,2021-03-13,Hujan,5219.017602905233
499,Cabe Chilli,79634,2021-03-13,Hujan,89947.59731030394
500,Cabe Kriting,25857,2021-03-13,Hujan,28558.725285509252
501,Cabe Rawit,31290,2021-03-13,Hujan,34921.195161146425
502,Kol,5081,2021-03-13,Hujan,5818.142752659794
503,Buncis,2679,2021-03-13,Hujan,3010.8423169591283
504,Tomat,2888,2021-03-13,Hujan,3279.9833211880937
505,Sawi Putih,526,2021-03-14,Hujan,602.0935627717673
506,Cabe Chilli,66790,2021-03-14,Hujan,74453.79121146319
507,Cabe Kriting,69775,2021-03-14,Hujan,79298.30341610774
508,Cabe Rawit,41408,2021-03-14,Hujan,46716.132861893806
509,Kol,5864,2021-03-14,Hujan,6659.143754037781
510,Buncis,5782,2021-03-14,Hujan,6632.209596020076
511,Tomat,2620,2021-03-14,Hujan,2997.175531115053
512,Sawi Putih,2647,2021-03-15,Hujan,2966.9287081302737
513,Cabe Chilli,20679,2021-03-15,Hujan,23383.54976516245
514,Cabe Kriting,63736,2021-03-15,Hujan,70491.45717934915
515,Cabe Rawit,52692,2021-03-15,Hujan,58106.54329821109
516,Kol,4958,2021-03-15,Hujan,5578.355906684976
517,Buncis,2281,2021-03-15,Hujan,2594.071617234477
518,Tomat,9849,2021-03-15,Hujan,11256.174790037041
519,Sawi Putih,2543,2021-03-16,Hujan,2906.487590369201
520,Cabe Chilli,73497,2021-03-16,Hujan,83478.73620140535
521,Cabe Kriting,62008,2021-03-16,Hujan,69083.54745575025
522,Cabe Rawit,35584,2021-03-16,Hujan,39172.84161834037
523,Kol,3720,2021-03-16,Hujan,4274.63348940879
524,Buncis,2781,2021-03-16,Hujan,3184.373208685972
525,Tomat,4834,2021-03-16,Hujan,5518.003811962081
526,Sawi Putih,1931,2021-03-17,Hujan,2125.7729507439285
527,Cabe Chilli,41047,2021-03-17,Hujan,46392.379755031056
528,Cabe Kriting,35109,2021-03-17,Hujan,39605.18666730675
529,Cabe Rawit,66933,2021-03-17,Hujan,74991.71051999119
530,Kol,7944,2021-03-17,Hujan,9017.954805265774
531,Buncis,5479,2021-03-17,Hujan,6188.046685152143
532,Tomat,3656,2021-03-17,Hujan,4140.92157729259
533,Sawi Putih,4499,2021-03-18,Hujan,5055.745965588248
534,Cabe Chilli,47395,2021-03-18,Hujan,52933.106517993125
535,Cabe Kriting,40562,2021-03-18,Hujan,46644.5922576207
536,Cabe Rawit,70513,2021-03-18,Hujan,80484.95242036942
537,Kol,4107,2021-03-18,Hujan,4579.252989926452
538,Buncis,6694,2021-03-18,Hujan,7600.93281006455
539,Tomat,4531,2021-03-18,Hujan,5042.994133264543
540,Sawi Putih,580,2021-03-19,Hujan,666.28586997368
541,Cabe Chilli,66119,2021-03-19,Hujan,73974.51507893193
542,Cabe Kriting,50378,2021-03-19,Hujan,55792.32348141349
543,Cabe Rawit,27411,2021-03-19,Hujan,30647.061912805624
544,Kol,6069,2021-03-19,Hujan,6804.127466608162
545,Buncis,7181,2021-03-19,Hujan,7948.353836828733
546,Tomat,6006,2021-03-19,Hujan,6683.7819897102545
547,Sawi Putih,3184,2021-03-20,Hujan,3510.529238219133
548,Cabe Chilli,50803,2021-03-20,Hujan,55945.10146758756
549,Cabe Kriting,41062,2021-03-20,Hujan,45719.92699963181
550,Cabe Rawit,72324,2021-03-20,Hujan,82663.10533374958
551,Kol,3182,2021-03-20,Hujan,3547.823482126343
552,Buncis,2999,2021-03-20,Hujan,3413.58199448694
553,Tomat,1824,2021-03-20,Hujan,2022.849256417037
554,Sawi Putih,3798,2021-03-21,Hujan,4272.837956820078
555,Cabe Chilli,58761,2021-03-21,Hujan,66499.1080308747
556,Cabe Kriting,38993,2021-03-21,Hujan,44115.66072925591
557,Cabe Rawit,27939,2021-03-21,Hujan,30807.421042751954
558,Kol,2185,2021-03-21,Hujan,2434.013148451026
559,Buncis,6410,2021-03-21,Hujan,7204.5238517972475
560,Tomat,3668,2021-03-21,Hujan,4083.1100234151972
561,Sawi Putih,1741,2021-03-22,Hujan,1929.9904648086974
562,Cabe Chilli,63914,2021-03-22,Hujan,72612.65967836276
563,Cabe Kriting,52611,2021-03-22,Hujan,58554.719262516584
564,Cabe Rawit,51842,2021-03-22,Hujan,57587.48740940313
565,Kol,7669,2021-03-22,Hujan,8553.73720677124
566,Buncis,3788,2021-03-22,Hujan,4194.793957257129
567,Tomat,6125,2021-03-22,Hujan,6749.595472507467
568,Sawi Putih,2446,2021-03-23,Hujan,2797.215060345087
569,Cabe Chilli,67308,2021-03-23,Hujan,74146.38068271206
570,Cabe Kriting,62732,2021-03-23,Hujan,70995.46124737375
571,Cabe Rawit,82686,2021-03-23,Hujan,94733.33086642076
572,Kol,4616,2021-03-23,Hujan,5295.125371583063
573,Buncis,6033,2021-03-23,Hujan,6917.744860909953
574,Tomat,3361,2021-03-23,Hujan,3829.837538420146
575,Sawi Putih,1739,2021-03-24,Hujan,1936.7062880053845
576,Cabe Chilli,29537,2021-03-24,Hujan,33492.00317874607
577,Cabe Kriting,72023,2021-03-24,Hujan,81592.19381457719
578,Cabe Rawit,79034,2021-03-24,Hujan,90240.71272862602
579,Kol,2894,2021-03-24,Hujan,3244.7971182102087
580,Buncis,7770,2021-03-24,Hujan,8667.396839673189
581,Tomat,1430,2021-03-24,Hujan,1608.7598818381073
582,Sawi Putih,1099,2021-03-25,Hujan,1244.1142748069353
583,Cabe Chilli,32918,2021-03-25,Hujan,37300.39673532525
584,Cabe Kriting,28263,2021-03-25,Hujan,31307.294387223545
585,Cabe Rawit,47684,2021-03-25,Hujan,53097.41715232718
586,Kol,7579,2021-03-25,Hujan,8460.424612524163
587,Buncis,2436,2021-03-25,Hujan,2726.535007060017
588,Tomat,4812,2021-03-25,Hujan,5487.53105482381
589,Sawi Putih,3389,2021-03-26,Hujan,3828.7831521439325
590,Cabe Chilli,28443,2021-03-26,Hujan,32009.79701650066
591,Cabe Kriting,46817,2021-03-26,Hujan,53711.25394014525
592,Cabe Rawit,59691,2021-03-26,Hujan,67039.41553350727
593,Kol,7387,2021-03-26,Hujan,8297.199358070611
594,Buncis,5716,2021-03-26,Hujan,6565.136982715865
595,Tomat,8772,2021-03-26,Hujan,9862.63513110604
596,Sawi Putih,1489,2021-03-27,Hujan,1672.4702587194738
597,Cabe Chilli,22343,2021-03-27,Hujan,25164.49433871128
598,Cabe Kriting,54881,2021-03-27,Hujan,62464.56266077999
599,Cabe Rawit,84354,2021-03-27,Hujan,92872.39729079453
600,Kol,7640,2021-03-27,Hujan,8420.479378496499
601,Buncis,3541,2021-03-27,Hujan,3954.380522217371
602,Tomat,7178,2021-03-27,Hujan,8231.001254835433
603,Sawi Putih,3473,2021-03-28,Hujan,3892.6732214815156
604,Cabe Chilli,33211,2021-03-28,Hujan,36828.395094203974
605,Cabe Kriting,43147,2021-03-28,Hujan,48781.50060865083
606,Cabe Rawit,99974,2021-03-28,Hujan,111053.32848945979
607,Kol,2989,2021-03-28,Hujan,3326.193336237919
608,Buncis,3388,2021-03-28,Hujan,3800.754339346782
609,Tomat,6359,2021-03-28,Hujan,7286.762083456614
610,Sawi Putih,3908,2021-03-29,Hujan,4312.236085675643
611,Cabe Chilli,38716,2021-03-29,Hujan,42897.04680933566
612,Cabe Kriting,57334,2021-03-29,Hujan,63689.57297959307
613,Cabe Rawit,70522,2021-03-29,Hujan,80885.00411899948
614,Kol,7761,2021-03-29,Hujan,8668.362002668167
615,Buncis,2927,2021-03-29,Hujan,3317.63659930319
616,Tomat,9138,2021-03-29,Hujan,10235.208269453151
617,Sawi Putih,1441,2021-03-30,Hujan,1615.593303035278
618,Cabe Chilli,53225,2021-03-30,Hujan,59752.23310460436
619,Cabe Kriting,58642,2021-03-30,Hujan,66466.5713050017
620,Cabe Rawit,26781,2021-03-30,Hujan,29846.549817158117
621,Kol,6685,2021-03-30,Hujan,7594.406513280667
622,Buncis,4792,2021-03-30,Hujan,5277.340307003355
623,Tomat,6806,2021-03-30,Hujan,7517.626874440875
624,Sawi Putih,3199,2021-03-31,Hujan,3520.1381346289622
625,Cabe Chilli,61740,2021-03-31,Hujan,69526.44044378454
626,Cabe Kriting,75151,2021-03-31,Hujan,84444.17542008475
627,Cabe Rawit,72307,2021-03-31,Hujan,82122.50398127509
628,Kol,7098,2021-03-31,Hujan,8087.0578344969
629,Buncis,5009,2021-03-31,Hujan,5602.12829485816
630,Tomat,2872,2021-03-31,Hujan,3263.6901212442176
631,Sawi Putih,981,2021-04-01,Hujan,1108.0453457264603
632,Cabe Chilli,62189,2021-04-01,Hujan,71091.88023074601
633,Cabe Kriting,45436,2021-04-01,Hujan,51691.09868234494
634,Cabe Rawit,52389,2021-04-01,Hujan,58672.59006919641
635,Kol,4775,2021-04-01,Hujan,5289.370200385756
636,Buncis,2910,2021-04-01,Hujan,3231.8183726205134
637,Tomat,3284,2021-04-01,Hujan,3693.7883465097684
638,Sawi Putih,3347,2021-04-02,Hujan,3772.7420379797945
639,Cabe Chilli,27096,2021-04-02,Hujan,30086.160260207344
640,Cabe Kriting,57237,2021-04-02,Hujan,64806.23517226978
641,Cabe Rawit,47744,2021-04-02,Hujan,53773.52785174239
642,Kol,7497,2021-04-02,Hujan,8357.345007902504
643,Buncis,4709,2021-04-02,Hujan,5185.997586867867
644,Tomat,3321,2021-04-02,Hujan,3763.5243810915485
645,Sawi Putih,2635,2021-04-03,Hujan,3022.344062738963
646,Cabe Chilli,69796,2021-04-03,Hujan,77700.09282826495
647,Cabe Kriting,60932,2021-04-03,Hujan,67316.34554103129
648,Cabe Rawit,21495,2021-04-03,Hujan,24672.466904470166
649,Kol,4854,2021-04-03,Hujan,5374.212929144466
650,Buncis,2023,2021-04-03,Hujan,2240.7643099502743
651,Tomat,8660,2021-04-03,Hujan,9856.25085283779
652,Sawi Putih,3319,2021-04-04,Hujan,3690.5865714253287
653,Cabe Chilli,59792,2021-04-04,Hujan,67177.61813786197
654,Cabe Kriting,33642,2021-04-04,Hujan,37094.69496826743
655,Cabe Rawit,91761,2021-04-04,Hujan,101116.94994353678
656,Kol,7699,2021-04-04,Hujan,8796.520571623885
657,Buncis,3658,2021-04-04,Hujan,4200.177897857089
658,Tomat,4555,2021-04-04,Hujan,5149.552759656388
659,Sawi Putih,3742,2021-04-05,Hujan,4236.668707129594
660,Cabe Chilli,21769,2021-04-05,Hujan,24514.632032426627
661,Cabe Kriting,29071,2021-04-05,Hujan,32495.78176934808
662,Cabe Rawit,99905,2021-04-05,Hujan,113689.61933932982
663,Kol,5583,2021-04-05,Hujan,6418.70142495594
664,Buncis,7263,2021-04-05,Hujan,8250.186877554015
665,Tomat,7221,2021-04-05,Hujan,8003.500146804388
666,Sawi Putih,2156,2021-04-06,Hujan,2378.7147026829234
667,Cabe Chilli,47950,2021-04-06,Hujan,53228.563720139166
668,Cabe Kriting,39275,2021-04-06,Hujan,43742.8929023782
669,Cabe Rawit,75072,2021-04-06,Hujan,83177.20339431813
670,Kol,4589,2021-04-06,Hujan,5199.800807264847
671,Buncis,6524,2021-04-06,Hujan,7355.544835403318
672,Tomat,8083,2021-04-06,Hujan,9098.5532141508
673,Sawi Putih,4183,2021-04-07,Hujan,4685.097847209414
674,Cabe Chilli,42994,2021-04-07,Hujan,49369.45040495716
675,Cabe Kriting,62163,2021-04-07,Hujan,71225.38317943913
676,Cabe Rawit,91961,2021-04-07,Hujan,103645.8694296816
677,Kol,5417,2021-04-07,Hujan,6179.248676732746
678,Buncis,2197,2021-04-07,Hujan,2517.5271055813114
679,Tomat,6035,2021-04-07,Hujan,6716.525496331822
680,Sawi Putih,3924,2021-04-08,Hujan,4439.067863838358
681,Cabe Chilli,22674,2021-04-08,Hujan,26039.966387033175
682,Cabe Kriting,74368,2021-04-08,Hujan,84146.54897473456
683,Cabe Rawit,84959,2021-04-08,Hujan,95056.88810066669
684,Kol,2090,2021-04-08,Hujan,2306.728698399853
685,Buncis,4181,2021-04-08,Hujan,4757.766744264128
686,Tomat,7696,2021-04-08,Hujan,8676.99111003597
687,Sawi Putih,4008,2021-04-09,Hujan,4466.478587534444
688,Cabe Chilli,60329,2021-04-09,Hujan,67097.14595001278
689,Cabe Kriting,45613,2021-04-09,Hujan,50621.93699050177
690,Cabe Rawit,40416,2021-04-09,Hujan,45335.012885841796
691,Kol,4215,2021-04-09,Hujan,4706.387489237114
692,Buncis,5107,2021-04-09,Hujan,5739.461929260315
693,Tomat,4102,2021-04-09,Hujan,4545.672936027624
694,Sawi Putih,1559,2021-04-10,Hujan,1751.4430533718273
695,Cabe Chilli,68691,2021-04-10,Hujan,78708.9882776466
696,Cabe Kriting,67651,2021-04-10,Hujan,76917.08057846101
697,Cabe Rawit,60132,2021-04-10,Hujan,68273.36558783703
698,Kol,3470,2021-04-10,Hujan,3850.5747398658204
699,Buncis,3867,2021-04-10,Hujan,4258.1098024717585
700,Tomat,6244,2021-04-10,Hujan,7104.8016121759565
701,Sawi Putih,2044,2021-04-11,Hujan,2278.0767232942962
702,Cabe Chilli,64639,2021-04-11,Hujan,72325.84927842127
703,Cabe Kriting,33898,2021-04-11,Hujan,37823.19312369223
704,Cabe Rawit,37242,2021-04-11,Hujan,42792.27607158538
705,Kol,7256,2021-04-11,Hujan,8031.2800076544945
706,Buncis,6123,2021-04-11,Hujan,6814.33469299458
707,Tomat,3301,2021-04-11,Hujan,3672.5947701187006
708,Sawi Putih,4776,2021-04-12,Hujan,5479.873882401695
709,Cabe Chilli,69699,2021-04-12,Hujan,77419.00177342586
710,Cabe Kriting,79758,2021-04-12,Hujan,90173.53000639731
711,Cabe Rawit,87410,2021-04-12,Hujan,96768.93604827963
712,Kol,3193,2021-04-12,Hujan,3575.518023706241
713,Buncis,2609,2021-04-12,Hujan,2956.411175363025
714,Tomat,4629,2021-04-12,Hujan,5201.542799557712
715,Sawi Putih,4209,2021-04-13,Hujan,4723.783756548188
716,Cabe Chilli,21722,2021-04-13,Hujan,24774.0615580836
717,Cabe Kriting,44331,2021-04-13,Hujan,50350.933479601175
718,Cabe Rawit,96380,2021-04-13,Hujan,106186.4542177715
719,Kol,5725,2021-04-13,Hujan,6517.142405370118
720,Buncis,4233,2021-04-13,Hujan,4858.623971702681
721,Tomat,2578,2021-04-13,Hujan,2860.270508103188
722,Sawi Putih,4502,2021-04-14,Hujan,4974.799660379397
723,Cabe Chilli,78234,2021-04-14,Hujan,87362.66154762784
724,Cabe Kriting,55567,2021-04-14,Hujan,62829.331058155425
725,Cabe Rawit,66750,2021-04-14,Hujan,73497.53498299571
726,Kol,5984,2021-04-14,Hujan,6814.066960858077
727,Buncis,3396,2021-04-14,Hujan,3851.2291302662934
728,Tomat,3299,2021-04-14,Hujan,3723.144820640216
729,Sawi Putih,3855,2021-04-15,Hujan,4349.3296536701655
730,Cabe Chilli,73168,2021-04-15,Hujan,82281.55976273982
731,Cabe Kriting,72868,2021-04-15,Hujan,80188.06056537064
732,Cabe Rawit,25586,2021-04-15,Hujan,28772.88250611392
733,Kol,3146,2021-04-15,Hujan,3517.4757619334755
734,Buncis,2963,2021-04-15,Hujan,3402.302844028173
735,Tomat,9246,2021-04-15,Hujan,10248.220100038267
736,Sawi Putih,3704,2021-04-16,Hujan,4235.91937685037
737,Cabe Chilli,76230,2021-04-16,Hujan,87143.05580540642
738,Cabe Kriting,32393,2021-04-16,Hujan,36158.55152993227
739,Cabe Rawit,97993,2021-04-16,Hujan,110976.7259562837
740,Kol,3239,2021-04-16,Hujan,3680.8292198101717
741,Buncis,2093,2021-04-16,Hujan,2344.0547189676995
742,Tomat,2669,2021-04-16,Hujan,3035.806965909922
743,Sawi Putih,4082,2021-04-17,Hujan,4601.376628018395
744,Cabe Chilli,53174,2021-04-17,Hujan,59479.517710575106
745,Cabe Kriting,48363,2021-04-17,Hujan,54593.847681287465
746,Cabe Rawit,91745,2021-04-17,Hujan,103779.27421781764
747,Kol,6556,2021-04-17,Hujan,7216.676203943888
748,Buncis,4958,2021-04-17,Hujan,5632.166019485941
749,Tomat,6252,2021-04-17,Hujan,7071.682433867963
750,Sawi Putih,1928,2021-04-18,Hujan,2184.4052602343695
751,Cabe Chilli,34680,2021-04-18,Hujan,38202.51676067108
752,Cabe Kriting,47731,2021-04-18,Hujan,53903.76110453555
753,Cabe Rawit,62312,2021-04-18,Hujan,70480.0547006953
754,Kol,3781,2021-04-18,Hujan,4307.609880596422
755,Buncis,4563,2021-04-18,Hujan,5181.03827729027
756,Tomat,8228,2021-04-18,Hujan,9107.98243014284
757,Sawi Putih,1466,2021-04-19,Hujan,1629.583865712633
758,Cabe Chilli,37400,2021-04-19,Hujan,42816.95486956955
759,Cabe Kriting,54416,2021-04-19,Hujan,62518.182250917846
760,Cabe Rawit,66366,2021-04-19,Hujan,76115.83419651253
761,Kol,5061,2021-04-19,Hujan,5646.137267870223
762,Buncis,6436,2021-04-19,Hujan,7194.317091839136
763,Tomat,1276,2021-04-19,Hujan,1423.72531567154
764,Sawi Putih,4743,2021-04-20,Hujan,5385.793519183001
765,Cabe Chilli,53168,2021-04-20,Hujan,60278.998636857235
766,Cabe Kriting,71123,2021-04-20,Hujan,78439.36129885785
767,Cabe Rawit,44601,2021-04-20,Hujan,49315.03569703122
768,Kol,6963,2021-04-20,Hujan,8004.1454348889565
769,Buncis,7922,2021-04-20,Hujan,8982.339753975557
770,Tomat,8198,2021-04-20,Hujan,9024.160405058139
771,Sawi Putih,2532,2021-04-21,Hujan,2860.063010141426
772,Cabe Chilli,29104,2021-04-21,Hujan,33226.99406362328
773,Cabe Kriting,36223,2021-04-21,Hujan,40194.73849989617
774,Cabe Rawit,56760,2021-04-21,Hujan,63456.77662500604
775,Kol,5262,2021-04-21,Hujan,5864.671847622509
776,Buncis,6103,2021-04-21,Hujan,6894.322097297183
777,Tomat,9943,2021-04-21,Hujan,11087.06720940744
778,Sawi Putih,3580,2021-04-22,Hujan,4017.367047204505
779,Cabe Chilli,57824,2021-04-22,Hujan,64623.88601524471
780,Cabe Kriting,53482,2021-04-22,Hujan,60000.38665118593
781,Cabe Rawit,41279,2021-04-22,Hujan,45497.373892202864
782,Kol,3321,2021-04-22,Hujan,3792.5370652827746
783,Buncis,6882,2021-04-22,Hujan,7698.083717325702
784,Tomat,6829,2021-04-22,Hujan,7753.5108275761995
785,Sawi Putih,1740,2021-04-23,Hujan,1982.8765267773617
786,Cabe Chilli,67189,2021-04-23,Hujan,74997.30541688141
787,Cabe Kriting,73570,2021-04-23,Hujan,81461.89202916044
788,Cabe Rawit,54472,2021-04-23,Hujan,62627.39108318844
789,Kol,5962,2021-04-23,Hujan,6689.322681567197
790,Buncis,2870,2021-04-23,Hujan,3196.2100871122234
791,Tomat,9477,2021-04-23,Hujan,10885.888621166423
792,Sawi Putih,4217,2021-04-24,Hujan,4688.9639199639905
793,Cabe Chilli,22684,2021-04-24,Hujan,25201.14559362799
794,Cabe Kriting,21244,2021-04-24,Hujan,23856.742770768775
795,Cabe Rawit,68083,2021-04-24,Hujan,75593.75529168894
796,Kol,5544,2021-04-24,Hujan,6361.330191544027
797,Buncis,7089,2021-04-24,Hujan,7924.6927024383
798,Tomat,2487,2021-04-24,Hujan,2849.8957422784315
799,Sawi Putih,3733,2021-04-25,Hujan,4267.853064652688
800,Cabe Chilli,49103,2021-04-25,Hujan,54270.014620618786
801,Cabe Kriting,52946,2021-04-25,Hujan,60428.16768388146
802,Cabe Rawit,77432,2021-04-25,Hujan,87714.79891231806
803,Kol,4217,2021-04-25,Hujan,4816.27699422912
804,Buncis,3699,2021-04-25,Hujan,4105.352652672732
805,Tomat,9912,2021-04-25,Hujan,11183.011695401126
806,Sawi Putih,1794,2021-04-26,Hujan,1997.236479235767
807,Cabe Chilli,70072,2021-04-26,Hujan,79072.19618106837
808,Cabe Kriting,33145,2021-04-26,Hujan,38060.33189474939
809,Cabe Rawit,28969,2021-04-26,Hujan,32054.500405899907
810,Kol,2499,2021-04-26,Hujan,2864.497413516774
811,Buncis,2867,2021-04-26,Hujan,3167.037207094739
812,Tomat,6084,2021-04-26,Hujan,6694.260606293116
813,Sawi Putih,3984,2021-04-27,Hujan,4448.146228798684
814,Cabe Chilli,57481,2021-04-27,Hujan,63911.69657695648
815,Cabe Kriting,64737,2021-04-27,Hujan,73433.64284712449
816,Cabe Rawit,36904,2021-04-27,Hujan,40914.800217375494
817,Kol,5262,2021-04-27,Hujan,5850.231985351787
818,Buncis,5221,2021-04-27,Hujan,5820.899028402885
819,Tomat,1809,2021-04-27,Hujan,2004.5814739763248
820,Sawi Putih,1855,2021-04-28,Hujan,2118.876760020783
821,Cabe Chilli,42171,2021-04-28,Hujan,46552.69847244353
822,Cabe Kriting,64035,2021-04-28,Hujan,72410.0012748373
823,Cabe Rawit,76606,2021-04-28,Hujan,85840.79987722955
824,Kol,3819,2021-04-28,Hujan,4218.513701082088
825,Buncis,3437,2021-04-28,Hujan,3838.065698021414
826,Tomat,8156,2021-04-28,Hujan,9250.425077702286
827,Sawi Putih,1020,2021-04-29,Hujan,1155.8235687277283
828,Cabe Chilli,22601,2021-04-29,Hujan,25042.116628687127
829,Cabe Kriting,37389,2021-04-29,Hujan,41326.08620034847
830,Cabe Rawit,69407,2021-04-29,Hujan,79582.32516641892
831,Kol,5455,2021-04-29,Hujan,6189.353309400518
832,Buncis,5123,2021-04-29,Hujan,5691.506155108618
833,Tomat,5487,2021-04-29,Hujan,6114.386400250697
834,Sawi Putih,3014,2021-04-30,Hujan,3432.48055688127
835,Cabe Chilli,29899,2021-04-30,Hujan,33448.1743725259
836,Cabe Kriting,54327,2021-04-30,Hujan,60160.44911298026
837,Cabe Rawit,85781,2021-04-30,Hujan,95736.04217469454
838,Kol,7538,2021-04-30,Hujan,8304.09732008951
839,Buncis,5128,2021-04-30,Hujan,5811.347625398057
