ID,Jenis Sayuran,Tanggal Harga,Harga Pengepul per Kilogram,Harga Pasar per Kilogram
507,Cabe Kriting,2021-03-26,75641,83177.9533357962
508,Cabe Rawit,2021-03-26,76797,80674.65567038528
509,Kol,2021-03-26,2138,2294.196587115859
510,Buncis,2021-03-26,7783,8198.1129540759
511,Sawi Putih,2021-03-27,1121,1210.227226242951
512,Cabe Chilli,2021-03-27,45260,47778.65906202165
513,Cabe Kriting,2021-03-27,53717,56839.47283254656
514,Cabe Rawit,2021-03-27,75323,80842.71841232189
515,Kol,2021-03-27,7986,8571.780040449086
516,Buncis,2021-03-27,2962,3148.0807532651766
517,Sawi Putih,2021-03-28,1301,1411.9870397642567
518,Cabe Chilli,2021-03-28,59112,62547.42539605907
519,Cabe Kriting,2021-03-28,60122,63668.379421932514
520,Cabe Rawit,2021-03-28,29069,31229.464710119355
521,Kol,2021-03-28,2535,2710.428592648979
522,Buncis,2021-03-28,2495,2720.7373431024416
523,Sawi Putih,2021-03-29,3897,4237.01757882737
524,Cabe Chilli,2021-03-29,38328,42085.99854549207
525,Cabe Kriting,2021-03-29,41002,44432.130754735204
526,Cabe Rawit,2021-03-29,47286,51510.22673343501
527,Kol,2021-03-29,4251,4481.453939858436
528,Buncis,2021-03-29,6553,6966.58094886118
529,Sawi Putih,2021-03-30,1238,1354.3275299097068
530,Cabe Chilli,2021-03-30,77192,82743.77869456924
531,Cabe Kriting,2021-03-30,21900,23251.53512079248
532,Cabe Rawit,2021-03-30,24191,26398.929040497238
533,Kol,2021-03-30,7576,8301.210523933716
534,Buncis,2021-03-30,6665,7038.222110776814
535,Sawi Putih,2021-03-31,1275,1353.0273019502288
536,Cabe Chilli,2021-03-31,61674,66340.0987362438
537,Cabe Kriting,2021-03-31,63994,68334.48155338662
538,Cabe Rawit,2021-03-31,29351,31455.004320452157
539,Kol,2021-03-31,4654,4953.2133185406055
540,Buncis,2021-03-31,5324,5750.791778346262
541,Sawi Putih,2021-04-01,3351,3637.3400439666484
542,Cabe Chilli,2021-04-01,49866,53573.39865843934
543,Cabe Kriting,2021-04-01,48227,52094.09594168278
544,Cabe Rawit,2021-04-01,68229,74157.39563340986
545,Kol,2021-04-01,4517,4751.436701228617
546,Buncis,2021-04-01,5472,5925.497397220282
547,Sawi Putih,2021-04-02,2631,2887.6329184728347
548,Cabe Chilli,2021-04-02,21606,23577.311381941534
549,Cabe Kriting,2021-04-02,43104,45727.58161590982
550,Cabe Rawit,2021-04-02,48638,52780.61235203618
551,Kol,2021-04-02,7424,7931.126814571191
552,Buncis,2021-04-02,2499,2738.0846245518283
553,Sawi Putih,2021-04-03,2341,2514.911297296342
554,Cabe Chilli,2021-04-03,48108,51482.911226667355
555,Cabe Kriting,2021-04-03,36477,38372.045622336074
556,Cabe Rawit,2021-04-03,70392,76220.55528902868
557,Kol,2021-04-03,5564,6054.087581697676
558,Buncis,2021-04-03,7163,7800.686030073717
559,Sawi Putih,2021-04-04,4215,4441.805570210255
560,Cabe Chilli,2021-04-04,35451,38190.08093784193
561,Cabe Kriting,2021-04-04,48436,50923.92955629177
562,Cabe Rawit,2021-04-04,52444,57115.525885847215
563,Kol,2021-04-04,5118,5578.515605016363
564,Buncis,2021-04-04,7561,7944.929060670095
565,Sawi Putih,2021-04-05,3993,4249.488096998119
566,Cabe Chilli,2021-04-05,67799,71383.41916637671
567,Cabe Kriting,2021-04-05,59536,64793.490500098225
568,Cabe Rawit,2021-04-05,43413,47021.770094350715
569,Kol,2021-04-05,5506,5865.148139221205
570,Buncis,2021-04-05,3617,3869.050477595088
571,Sawi Putih,2021-04-06,1552,1662.9409841758318
572,Cabe Chilli,2021-04-06,63100,69381.89998007553
573,Cabe Kriting,2021-04-06,58042,63817.50932067847
574,Cabe Rawit,2021-04-06,48386,52590.4122675191
575,Kol,2021-04-06,2144,2291.741997181446
576,Buncis,2021-04-06,3813,4145.617034111662
577,Sawi Putih,2021-04-07,689,754.5420001011985
578,Cabe Chilli,2021-04-07,65454,70317.94489980105
579,Cabe Kriting,2021-04-07,32380,35260.97948563483
580,Cabe Rawit,2021-04-07,64307,68796.10979932264
581,Kol,2021-04-07,3367,3655.029190946296
582,Buncis,2021-04-07,2452,2640.5601929531376
583,Sawi Putih,2021-04-08,1399,1538.8117385324158
584,Cabe Chilli,2021-04-08,70600,77027.98771587005
585,Cabe Kriting,2021-04-08,48887,51473.72135589294
586,Cabe Rawit,2021-04-08,38501,40486.7232464318
587,Kol,2021-04-08,3116,3295.457241583161
588,Buncis,2021-04-08,6685,7175.266695971239
589,Sawi Putih,2021-04-09,3089,3275.045474663837
590,Cabe Chilli,2021-04-09,32049,34062.96746465195
591,Cabe Kriting,2021-04-09,75252,79896.84354572909
592,Cabe Rawit,2021-04-09,20023,21331.247932573337
593,Kol,2021-04-09,5451,5740.170325373246
594,Buncis,2021-04-09,3298,3476.4644310245594
595,Sawi Putih,2021-04-10,3115,3334.5488409106647
596,Cabe Chilli,2021-04-10,65685,71322.40228537502
597,Cabe Kriting,2021-04-10,42460,45669.43820706953
598,Cabe Rawit,2021-04-10,27072,29061.532639251873
599,Kol,2021-04-10,6903,7353.733332892508
600,Buncis,2021-04-10,5172,5634.749355102972
601,Sawi Putih,2021-04-11,2546,2705.48269379912
602,Cabe Chilli,2021-04-11,66593,70960.82170300609
603,Cabe Kriting,2021-04-11,61391,65501.9143792728
604,Cabe Rawit,2021-04-11,44056,47410.99254789611
605,Kol,2021-04-11,7278,7808.694716480222
606,Buncis,2021-04-11,3227,3427.3952625803586
607,Sawi Putih,2021-04-12,4753,5145.14407947852
608,Cabe Chilli,2021-04-12,71606,75337.70356402313
609,Cabe Kriting,2021-04-12,38422,41024.852706997575
610,Cabe Rawit,2021-04-12,60887,65792.14635802805
611,Kol,2021-04-12,4321,4565.7043403753305
612,Buncis,2021-04-12,7253,7723.089182488178
613,Sawi Putih,2021-04-13,4013,4316.206098039059
614,Cabe Chilli,2021-04-13,75232,79749.66776304827
615,Cabe Kriting,2021-04-13,25812,28305.20353729549
616,Cabe Rawit,2021-04-13,56887,61379.50750146008
617,Kol,2021-04-13,2243,2439.5096935026086
618,Buncis,2021-04-13,7342,7879.844442203768
619,Sawi Putih,2021-04-14,2408,2574.657722461615
620,Cabe Chilli,2021-04-14,25161,27546.12556376553
621,Cabe Kriting,2021-04-14,44250,48218.20045022173
622,Cabe Rawit,2021-04-14,42231,44735.19364341165
623,Kol,2021-04-14,6327,6833.794037772123
624,Buncis,2021-04-14,2610,2787.754831170709
625,Sawi Putih,2021-04-15,3768,4087.0551681410952
626,Cabe Chilli,2021-04-15,48041,50714.835284606765
627,Cabe Kriting,2021-04-15,66375,71291.32143012079
628,Cabe Rawit,2021-04-15,40958,44426.91807525768
629,Kol,2021-04-15,2835,3017.275617905833
630,Buncis,2021-04-15,6222,6598.68034343769
631,Sawi Putih,2021-04-16,1751,1896.6335717140842
632,Cabe Chilli,2021-04-16,62421,67796.07897795163
633,Cabe Kriting,2021-04-16,38312,41920.78148632381
634,Cabe Rawit,2021-04-16,27092,29294.83064915808
635,Kol,2021-04-16,4390,4649.157524302937
636,Buncis,2021-04-16,7352,7792.6949552503875
637,Sawi Putih,2021-04-17,4512,4953.20701764703
638,Cabe Chilli,2021-04-17,64308,70331.54823673567
639,Cabe Kriting,2021-04-17,48767,53453.82787061676
640,Cabe Rawit,2021-04-17,67643,72525.65606868723
641,Kol,2021-04-17,5814,6174.131096748588
642,Buncis,2021-04-17,4940,5253.4031633687155
643,Sawi Putih,2021-04-18,1722,1880.597438203399
644,Cabe Chilli,2021-04-18,43844,46127.618935383354
645,Cabe Kriting,2021-04-18,53267,56173.00118573473
646,Cabe Rawit,2021-04-18,54133,57880.94287959501
647,Kol,2021-04-18,3386,3671.7907712366
648,Buncis,2021-04-18,2916,3163.1922926684833
649,Sawi Putih,2021-04-19,567,611.4856722140083
650,Cabe Chilli,2021-04-19,60182,63951.83325488003
651,Cabe Kriting,2021-04-19,77076,83957.88276317797
652,Cabe Rawit,2021-04-19,30296,32976.93270724008
653,Kol,2021-04-19,4220,4443.799720439946
654,Buncis,2021-04-19,2102,2213.1101788313363
655,Sawi Putih,2021-04-20,641,675.3183424562819
656,Cabe Chilli,2021-04-20,31249,33602.21237883679
657,Cabe Kriting,2021-04-20,25195,26995.995194334977
658,Cabe Rawit,2021-04-20,54531,59034.28139584398
659,Kol,2021-04-20,7697,8306.21845719866
660,Buncis,2021-04-20,6469,7089.669873229211
661,Sawi Putih,2021-04-21,3400,3652.085624293474
662,Cabe Chilli,2021-04-21,71416,77595.85723096426
663,Cabe Kriting,2021-04-21,28177,29695.4080753843
664,Cabe Rawit,2021-04-21,36452,39701.54775215349
665,Kol,2021-04-21,6923,7316.306637289492
666,Buncis,2021-04-21,2271,2421.130406062097
667,Sawi Putih,2021-04-22,3212,3448.715587463439
668,Cabe Chilli,2021-04-22,62243,67533.27013938526
669,Cabe Kriting,2021-04-22,56824,61449.14568899272
670,Cabe Rawit,2021-04-22,27404,29239.77337207224
671,Kol,2021-04-22,6052,6374.128462864651
672,Buncis,2021-04-22,6979,7476.52258289006
673,Sawi Putih,2021-04-23,4534,4821.766249502002
674,Cabe Chilli,2021-04-23,30710,33443.01968827496
675,Cabe Kriting,2021-04-23,54171,58479.096407058576
676,Cabe Rawit,2021-04-23,59692,65136.743522971825
677,Kol,2021-04-23,5179,5562.111752311155
678,Buncis,2021-04-23,7391,7975.142445747014
679,Sawi Putih,2021-04-24,2468,2606.503106457434
680,Cabe Chilli,2021-04-24,29834,32080.412993161342
681,Cabe Kriting,2021-04-24,77070,81028.9048361534
682,Cabe Rawit,2021-04-24,44890,48132.47380204818
683,Kol,2021-04-24,7827,8349.073562729982
684,Buncis,2021-04-24,5720,6094.601997699305
685,Sawi Putih,2021-04-25,2697,2832.06671829261
686,Cabe Chilli,2021-04-25,51816,56823.71842972706
687,Cabe Kriting,2021-04-25,32003,33735.838576786344
688,Cabe Rawit,2021-04-25,59856,63933.906115755555
689,Kol,2021-04-25,2591,2809.8976736489512
690,Buncis,2021-04-25,3041,3222.821960688781
691,Sawi Putih,2021-04-26,2944,3175.5363479693174
692,Cabe Chilli,2021-04-26,45328,47957.31480568297
693,Cabe Kriting,2021-04-26,74552,80507.09977399962
694,Cabe Rawit,2021-04-26,55258,59041.67339184053
695,Kol,2021-04-26,7911,8620.876586395132
696,Buncis,2021-04-26,7446,7883.494674476648
697,Sawi Putih,2021-04-27,4928,5278.057050563747
698,Cabe Chilli,2021-04-27,44814,47338.37354200035
699,Cabe Kriting,2021-04-27,55078,58998.91430001279
700,Cabe Rawit,2021-04-27,79432,85693.74469074185
701,Kol,2021-04-27,5336,5813.976335602936
702,Buncis,2021-04-27,4739,5071.576485823068
703,Sawi Putih,2021-04-28,3153,3324.691959376859
704,Cabe Chilli,2021-04-28,64085,69043.899293171
705,Cabe Kriting,2021-04-28,74472,80953.61704917488
706,Cabe Rawit,2021-04-28,67758,72583.99738225494
707,Kol,2021-04-28,2625,2852.371119331832
708,Buncis,2021-04-28,6124,6481.438766528112
709,Sawi Putih,2021-04-29,1825,1930.5878947436654
710,Cabe Chilli,2021-04-29,67496,72756.94897864119
711,Cabe Kriting,2021-04-29,66330,71317.6412356486
712,Cabe Rawit,2021-04-29,53643,58943.146120315774
713,Kol,2021-04-29,7514,7923.506168665193
714,Buncis,2021-04-29,4092,4417.066972342679
715,Sawi Putih,2021-04-30,774,851.0595080363781
716,Cabe Chilli,2021-04-30,47968,50779.50729762999
717,Cabe Kriting,2021-04-30,33630,35830.82654523151
718,Cabe Rawit,2021-04-30,33782,35553.89704291483
719,Kol,2021-04-30,4841,5103.573958644276
720,Buncis,2021-04-30,5252,5625.0857068037285
721,Sawi Putih,2021-05-01,4887,5226.807616373729
722,Cabe Chilli,2021-05-01,68282,72377.39094209131
723,Cabe Kriting,2021-05-01,64775,70162.58087844487
724,Cabe Rawit,2021-05-01,79471,83752.1640586157
725,Kol,2021-05-01,4968,5349.05100969607
726,Buncis,2021-05-01,5441,5948.978034702855
727,Sawi Putih,2021-05-02,1338,1426.2931636407432
728,Cabe Chilli,2021-05-02,37778,40650.1325115331
729,Cabe Kriting,2021-05-02,57296,62298.961610583654
730,Cabe Rawit,2021-05-02,52201,56947.137233082416
731,Kol,2021-05-02,6431,6770.368871938344
732,Buncis,2021-05-02,2961,3182.112110346002
733,Sawi Putih,2021-05-03,4135,4410.813052948171
734,Cabe Chilli,2021-05-03,57656,62759.958389235915
735,Cabe Kriting,2021-05-03,55630,58811.51105295651
736,Cabe Rawit,2021-05-03,71349,78180.94862268605
737,Kol,2021-05-03,7453,8019.321241840262
738,Buncis,2021-05-03,5430,5931.290003558948
739,Sawi Putih,2021-05-04,3831,4167.328554034576
740,Cabe Chilli,2021-05-04,55288,59666.691948656015
741,Cabe Kriting,2021-05-04,56594,62250.07195738205
742,Cabe Rawit,2021-05-04,30683,33743.60135417386
743,Kol,2021-05-04,3421,3604.815886915029
744,Buncis,2021-05-04,4542,4776.023921261342
745,Sawi Putih,2021-05-05,3823,4039.4180528817647
746,Cabe Chilli,2021-05-05,78410,85802.9573126484
747,Cabe Kriting,2021-05-05,41493,44075.079143610965
748,Cabe Rawit,2021-05-05,75936,80841.56262300946
749,Kol,2021-05-05,4678,4926.60556218185
750,Buncis,2021-05-05,2881,3166.8727664025328
751,Sawi Putih,2021-05-06,1699,1818.9341281696338
752,Cabe Chilli,2021-05-06,42561,46102.569220966005
753,Cabe Kriting,2021-05-06,77206,82078.40396719903
754,Cabe Rawit,2021-05-06,71491,77111.64501067136
755,Kol,2021-05-06,5795,6273.979476005183
756,Buncis,2021-05-06,5164,5604.912188218785
757,Sawi Putih,2021-05-07,656,696.0373233991082
758,Cabe Chilli,2021-05-07,45573,49986.3150345838
759,Cabe Kriting,2021-05-07,52964,57898.93859644238
760,Cabe Rawit,2021-05-07,71332,76379.54958264409
761,Kol,2021-05-07,5245,5767.810904643943
762,Buncis,2021-05-07,3880,4203.901829472794
763,Sawi Putih,2021-05-08,3935,4319.26716752626
764,Cabe Chilli,2021-05-08,33339,35012.19379331011
765,Cabe Kriting,2021-05-08,78005,81961.94397147911
766,Cabe Rawit,2021-05-08,79710,85999.79882409502
767,Kol,2021-05-08,3493,3676.305265875093
768,Buncis,2021-05-08,5341,5821.390119244225
769,Sawi Putih,2021-05-09,4829,5132.768277642873
770,Cabe Chilli,2021-05-09,61778,66749.01602143596
771,Cabe Kriting,2021-05-09,49812,52719.2494760432
772,Cabe Rawit,2021-05-09,79099,86370.51544233493
773,Kol,2021-05-09,2949,3193.0832648263763
774,Buncis,2021-05-09,6407,7006.230167033627
775,Sawi Putih,2021-05-10,3237,3407.3908636657966
776,Cabe Chilli,2021-05-10,26261,28676.297066445106
777,Cabe Kriting,2021-05-10,76478,83843.62451598882
778,Cabe Rawit,2021-05-10,49166,51669.07302391927
779,Kol,2021-05-10,5107,5414.887260252022
780,Buncis,2021-05-10,2526,2680.0525972982164
781,Sawi Putih,2021-05-11,1386,1468.4191063622477
782,Cabe Chilli,2021-05-11,57557,61863.97531953978
783,Cabe Kriting,2021-05-11,48090,51076.59370246979
784,Cabe Rawit,2021-05-11,61143,65228.07028337606
785,Kol,2021-05-11,2800,3015.3375911570624
786,Buncis,2021-05-11,7456,8056.4105226605
787,Sawi Putih,2021-05-12,2769,3025.5981098138577
788,Cabe Chilli,2021-05-12,55489,60325.82389987482
789,Cabe Kriting,2021-05-12,77881,83176.9592873546
790,Cabe Rawit,2021-05-12,45378,49367.12286543205
791,Kol,2021-05-12,3153,3395.6208184878615
792,Buncis,2021-05-12,2083,2284.439939458977
793,Sawi Putih,2021-05-13,2804,2955.346901329805
794,Cabe Chilli,2021-05-13,49769,53324.503338637114
795,Cabe Kriting,2021-05-13,32659,34320.98918799449
796,Cabe Rawit,2021-05-13,61816,67726.00882617511
797,Kol,2021-05-13,4153,4392.940842632178
798,Buncis,2021-05-13,3112,3411.064089068297
799,Sawi Putih,2021-05-14,2966,3147.6966619421373
800,Cabe Chilli,2021-05-14,59532,64350.74035221479
801,Cabe Kriting,2021-05-14,36762,39446.551499173256
802,Cabe Rawit,2021-05-14,29799,32053.1914276252
803,Kol,2021-05-14,3236,3482.438879464036
804,Buncis,2021-05-14,4017,4416.991849532681
805,Sawi Putih,2021-05-15,1653,1817.340734802819
806,Cabe Chilli,2021-05-15,73944,80850.08992991765
807,Cabe Kriting,2021-05-15,54166,57451.25501578018
808,Cabe Rawit,2021-05-15,33835,37135.06980553225
809,Kol,2021-05-15,4014,4273.265609268183
810,Buncis,2021-05-15,5580,6012.9184456124285
811,Sawi Putih,2021-05-16,4063,4288.187156239413
812,Cabe Chilli,2021-05-16,46061,49741.5627484311
813,Cabe Kriting,2021-05-16,49358,52345.80945637798
814,Cabe Rawit,2021-05-16,43209,46139.62213301255
815,Kol,2021-05-16,7828,8333.006633007604
816,Buncis,2021-05-16,3028,3184.8740090655315
817,Sawi Putih,2021-05-17,1117,1190.6461623485975
818,Cabe Chilli,2021-05-17,69022,75650.28365311529
819,Cabe Kriting,2021-05-17,72252,77690.4862917556
820,Cabe Rawit,2021-05-17,67128,73758.05084459762
821,Kol,2021-05-17,3227,3468.8880244527645
822,Buncis,2021-05-17,5765,6324.381631374652
823,Sawi Putih,2021-05-18,4893,5239.913852309096
824,Cabe Chilli,2021-05-18,25220,27345.362051418644
825,Cabe Kriting,2021-05-18,74543,80588.326718441
826,Cabe Rawit,2021-05-18,58281,63377.39430569761
827,Kol,2021-05-18,3236,3471.2224365477964
828,Buncis,2021-05-18,2959,3123.059417581601
829,Sawi Putih,2021-05-19,3880,4143.479118831752
830,Cabe Chilli,2021-05-19,58312,64008.063289879065
831,Cabe Kriting,2021-05-19,63256,67261.60133401919
832,Cabe Rawit,2021-05-19,44547,48559.65038016442
833,Kol,2021-05-19,5082,5540.247004308414
834,Buncis,2021-05-19,2688,2836.100272476409
835,Sawi Putih,2021-05-20,1267,1351.1663246094065
836,Cabe Chilli,2021-05-20,38130,40687.54080566545
837,Cabe Kriting,2021-05-20,71410,75649.34174870177
838,Cabe Rawit,2021-05-20,71272,77684.80531975087
839,Kol,2021-05-20,2828,2992.634068054674
840,Buncis,2021-05-20,2261,2423.2469276655083
841,Sawi Putih,2021-05-21,2313,2478.1405411819196
842,Cabe Chilli,2021-05-21,47191,50979.64148005224
843,Cabe Kriting,2021-05-21,73878,79584.26037525044
844,Cabe Rawit,2021-05-21,42995,45226.99274149113
845,Kol,2021-05-21,6754,7109.761441167695
846,Buncis,2021-05-21,2933,3176.0994501078103
847,Sawi Putih,2021-05-22,3923,4122.1528941045535
848,Cabe Chilli,2021-05-22,71761,75501.31028794913
849,Cabe Kriting,2021-05-22,73821,80373.37645299576
850,Cabe Rawit,2021-05-22,78727,84123.18333799668
851,Kol,2021-05-22,7145,7656.937055040293
852,Buncis,2021-05-22,7579,7962.945724940357
853,Sawi Putih,2021-05-23,1558,1649.7325867625218
854,Cabe Chilli,2021-05-23,55439,59825.16887924911
855,Cabe Kriting,2021-05-23,76585,84217.9389675226
856,Cabe Rawit,2021-05-23,42775,45434.650939168634
857,Kol,2021-05-23,4910,5340.70538027164
858,Buncis,2021-05-23,4064,4402.789085390568
859,Sawi Putih,2021-05-24,1897,2085.9781005335285
860,Cabe Chilli,2021-05-24,65496,71680.2485306677
861,Cabe Kriting,2021-05-24,68141,74210.4455660648
862,Cabe Rawit,2021-05-24,42638,45754.00441581183
863,Kol,2021-05-24,3689,3919.639084078671
864,Buncis,2021-05-24,3137,3300.181584858288
865,Sawi Putih,2021-05-25,2085,2201.736261325192
866,Cabe Chilli,2021-05-25,49665,53217.50501756362
867,Cabe Kriting,2021-05-25,67104,73713.13108841587
868,Cabe Rawit,2021-05-25,32639,34336.57368556834
869,Kol,2021-05-25,3559,3807.632641905723
870,Buncis,2021-05-25,6677,7136.22687378928
871,Sawi Putih,2021-05-26,3188,3348.792428551227
872,Cabe Chilli,2021-05-26,31312,33460.71479517479
873,Cabe Kriting,2021-05-26,40370,42775.26926775439
874,Cabe Rawit,2021-05-26,34734,37648.53271621995
875,Kol,2021-05-26,7662,8128.543473706439
876,Buncis,2021-05-26,5337,5643.5058579896195
877,Sawi Putih,2021-05-27,4645,4911.128876348819
878,Cabe Chilli,2021-05-27,58255,63565.589799035035
879,Cabe Kriting,2021-05-27,48620,51962.37848601831
880,Cabe Rawit,2021-05-27,73196,78507.1569298441
881,Kol,2021-05-27,6171,6717.319485777946
882,Buncis,2021-05-27,7846,8602.148300496614
883,Sawi Putih,2021-05-28,1247,1332.0093491176317
884,Cabe Chilli,2021-05-28,51051,54215.726717517864
885,Cabe Kriting,2021-05-28,67780,72501.31700614192
886,Cabe Rawit,2021-05-28,65780,69995.13133627729
887,Kol,2021-05-28,2518,2653.9842262095926
888,Buncis,2021-05-28,7920,8681.53256895811
889,Sawi Putih,2021-05-29,2915,3103.9261248843745
890,Cabe Chilli,2021-05-29,36517,38522.65491156575
891,Cabe Kriting,2021-05-29,64390,70429.48688380526
892,Cabe Rawit,2021-05-29,25439,27420.32232230815
893,Kol,2021-05-29,4741,5086.8506452295715
894,Buncis,2021-05-29,7698,8399.780203274573
895,Sawi Putih,2021-05-30,1248,1346.2831794162048
896,Cabe Chilli,2021-05-30,49379,53685.73328104771
897,Cabe Kriting,2021-05-30,29786,31318.76647834807
898,Cabe Rawit,2021-05-30,79846,86028.40255658352
899,Kol,2021-05-30,7116,7513.132876660599
900,Buncis,2021-05-30,2077,2232.4395084519797
901,Sawi Putih,2021-05-31,3874,4202.576018166358
902,Cabe Chilli,2021-05-31,67181,72050.30607915451
903,Cabe Kriting,2021-05-31,54606,57469.606344801374
904,Cabe Rawit,2021-05-31,59444,62484.51730053225
905,Kol,2021-05-31,5152,5543.331786828336
906,Buncis,2021-05-31,5788,6323.214326036715
907,Sawi Putih,2021-06-01,4149,4422.174192856051
908,Cabe Chilli,2021-06-01,54639,57425.90175873649
909,Cabe Kriting,2021-06-01,49164,53997.88572703475
910,Cabe Rawit,2021-06-01,36816,40438.62199487601
911,Kol,2021-06-01,4392,4821.278943858886
912,Buncis,2021-06-01,7531,8250.639087590185
913,Sawi Putih,2021-06-02,590,625.3193759881864
914,Cabe Chilli,2021-06-02,27375,29555.940547338
915,Cabe Kriting,2021-06-02,72797,77484.9430272002
916,Cabe Rawit,2021-06-02,56091,59520.911638567675
917,Kol,2021-06-02,6742,7226.4328578058285
918,Buncis,2021-06-02,7053,7720.674840603041
919,Sawi Putih,2021-06-03,620,677.9987041219023
920,Cabe Chilli,2021-06-03,42617,46401.744451070816
921,Cabe Kriting,2021-06-03,26212,27693.597747160296
922,Cabe Rawit,2021-06-03,32041,34655.52318199604
923,Kol,2021-06-03,3709,3946.2116113284856
924,Buncis,2021-06-03,4250,4617.679683917346
925,Sawi Putih,2021-06-04,2036,2220.9245581790237
926,Cabe Chilli,2021-06-04,68082,74211.71937000031
927,Cabe Kriting,2021-06-04,47219,50781.53044052911
928,Cabe Rawit,2021-06-04,35290,37785.10934344996
929,Kol,2021-06-04,4464,4832.630817859519
930,Buncis,2021-06-04,5485,5897.868617159564
931,Sawi Putih,2021-06-05,1731,1902.4465671567402
932,Cabe Chilli,2021-06-05,28338,29979.497803735452
933,Cabe Kriting,2021-06-05,32899,34634.093983679726
