ID,Jenis Sayuran,Tanggal Harga,Season,Harga Beli Pengepul per Kilogram,Harga Beli Pasar per Kilogram
417,Cabe Kriting,3/11/2021,Hujan,23965.06675,27422.19862
418,Cabe Rawit,3/11/2021,Hujan,40440.35781,44848.64511
419,Kol,3/11/2021,Hujan,3605.683252,3845.618161
420,Buncis,3/11/2021,Hujan,5034.057522,5763.522344
421,Sawi Putih,3/12/2021,Hujan,3825.088622,4255.276896
422,Cabe Chilli,3/12/2021,Hujan,25070.69202,27026.75634
423,Cabe Kriting,3/12/2021,Hujan,36401.49864,39575.52553
424,Cabe Rawit,3/12/2021,Hujan,48987.35996,57046.53234
425,Kol,3/12/2021,Hujan,5148.226324,5534.09776
426,Buncis,3/12/2021,Hujan,6113.050273,6595.527623
427,Sawi Putih,3/13/2021,Hujan,1807.988006,2122.731318
428,Cabe Chilli,3/13/2021,Hujan,29822.3183,31398.79723
429,Cabe Kriting,3/13/2021,Hujan,35489.74938,37752.21247
430,Cabe Rawit,3/13/2021,Hujan,52472.13681,56952.49397
431,Kol,3/13/2021,Hujan,4973.777734,5288.120602
432,Buncis,3/13/2021,Hujan,5150.244054,5588.932373
433,Sawi Putih,3/14/2021,Hujan,2726.984307,2945.469048
434,Cabe Chilli,3/14/2021,Hujan,22211.0487,24421.58159
435,Cabe Kriting,3/14/2021,Hujan,28698.46587,31521.99032
436,Cabe Rawit,3/14/2021,Hujan,49014.10502,56608.43462
437,Kol,3/14/2021,Hujan,2041.14457,2204.99967
438,Buncis,3/14/2021,Hujan,6719.259644,7263.176457
439,Sawi Putih,3/15/2021,Hujan,700.3518947,822.9042653
440,Cabe Chilli,3/15/2021,Hujan,25435.3514,28866.61334
441,Cabe Kriting,3/15/2021,Hujan,37609.26789,40118.95514
442,Cabe Rawit,3/15/2021,Hujan,52012.92604,56643.39367
443,Kol,3/15/2021,Hujan,5149.68153,5633.235276
444,Buncis,3/15/2021,Hujan,4906.867621,5550.465847
445,Sawi Putih,3/16/2021,Hujan,1088.978931,1194.472482
446,Cabe Chilli,3/16/2021,Hujan,24554.38357,26649.9586
447,Cabe Kriting,3/16/2021,Hujan,31057.04717,33872.04132
448,Cabe Rawit,3/16/2021,Hujan,50077.74788,52825.14681
449,Kol,3/16/2021,Hujan,6149.729324,7231.941476
450,Buncis,3/16/2021,Hujan,5327.826397,5961.654137
451,Sawi Putih,3/17/2021,Hujan,2666.864434,3044.425383
452,Cabe Chilli,3/17/2021,Hujan,28673.33724,30859.01779
453,Cabe Kriting,3/17/2021,Hujan,28207.27432,33061.06257
454,Cabe Rawit,3/17/2021,Hujan,48739.91655,55272.75845
455,Kol,3/17/2021,Hujan,4187.252693,4849.575544
456,Buncis,3/17/2021,Hujan,5707.42098,6476.685279
457,Sawi Putih,3/18/2021,Hujan,1058.286592,1168.349165
458,Cabe Chilli,3/18/2021,Hujan,25377.221,28454.22103
459,Cabe Kriting,3/18/2021,Hujan,31568.20415,36519.60924
460,Cabe Rawit,3/18/2021,Hujan,46688.71647,51579.65007
461,Kol,3/18/2021,Hujan,3291.289293,3728.504403
462,Buncis,3/18/2021,Hujan,5402.04941,6031.383507
463,Sawi Putih,3/19/2021,Hujan,3893.544879,4318.100333
464,Cabe Chilli,3/19/2021,Hujan,30003.62688,32911.60831
465,Cabe Kriting,3/19/2021,Hujan,32418.88268,35670.39783
466,Cabe Rawit,3/19/2021,Hujan,48763.2962,52931.08444
467,Kol,3/19/2021,Hujan,5573.689441,6296.715744
468,Buncis,3/19/2021,Hujan,5988.875927,6559.576542
469,Sawi Putih,3/20/2021,Hujan,1406.624868,1544.030589
470,Cabe Chilli,3/20/2021,Hujan,31165.55583,36024.43844
471,Cabe Kriting,3/20/2021,Hujan,36058.38929,40676.58446
472,Cabe Rawit,3/20/2021,Hujan,51564.26575,55556.70883
473,Kol,3/20/2021,Hujan,2813.806783,3091.060978
474,Buncis,3/20/2021,Hujan,5709.522962,6209.081647
475,Sawi Putih,3/21/2021,Hujan,1420.010685,1605.725602
476,Cabe Chilli,3/21/2021,Hujan,28310.69456,31453.82092
477,Cabe Kriting,3/21/2021,Hujan,34084.73838,36967.78123
478,Cabe Rawit,3/21/2021,Hujan,48961.49552,53708.10056
479,Kol,3/21/2021,Hujan,5844.482183,6573.751088
480,Buncis,3/21/2021,Hujan,4441.148432,4733.552707
481,Sawi Putih,3/22/2021,Hujan,1368.452509,1537.114651
482,Cabe Chilli,3/22/2021,Hujan,30586.0064,34340.68324
483,Cabe Kriting,3/22/2021,Hujan,29766.30859,34223.56513
484,Cabe Rawit,3/22/2021,Hujan,49316.82848,52525.91145
485,Kol,3/22/2021,Hujan,2115.505337,2447.794282
486,Buncis,3/22/2021,Hujan,3664.639168,4183.549121
487,Sawi Putih,3/23/2021,Hujan,714.0287238,759.8847847
488,Cabe Chilli,3/23/2021,Hujan,27137.77797,28573.99947
489,Cabe Kriting,3/23/2021,Hujan,36013.18325,40589.32265
490,Cabe Rawit,3/23/2021,Hujan,46800.09635,50526.86346
491,Kol,3/23/2021,Hujan,3682.444017,4151.363608
492,Buncis,3/23/2021,Hujan,5387.936199,6225.989953
493,Sawi Putih,3/24/2021,Hujan,2589.188985,2821.725534
494,Cabe Chilli,3/24/2021,Hujan,21038.68106,24195.00557
495,Cabe Kriting,3/24/2021,Hujan,29040.21113,31753.04172
496,Cabe Rawit,3/24/2021,Hujan,41805.8778,48029.53848
497,Kol,3/24/2021,Hujan,4924.578866,5497.377136
498,Buncis,3/24/2021,Hujan,4726.828646,5210.030002
499,Sawi Putih,3/25/2021,Hujan,1949.588552,2067.480363
500,Cabe Chilli,3/25/2021,Hujan,19691.37744,22327.50662
501,Cabe Kriting,3/25/2021,Hujan,26809.15947,29337.42121
502,Cabe Rawit,3/25/2021,Hujan,59880.979,64020.74273
503,Kol,3/25/2021,Hujan,4714.698588,5471.21923
504,Buncis,3/25/2021,Hujan,6283.08769,6983.287225
505,Sawi Putih,3/26/2021,Hujan,2442.197181,2854.709084
506,Cabe Chilli,3/26/2021,Hujan,24747.94726,26225.86695
507,Cabe Kriting,3/26/2021,Hujan,31433.88162,35207.62279
508,Cabe Rawit,3/26/2021,Hujan,46474.22449,51526.29607
509,Kol,3/26/2021,Hujan,1788.952409,1911.915518
510,Buncis,3/26/2021,Hujan,6758.836458,7233.425042
511,Sawi Putih,3/27/2021,Hujan,923.0338234,1053.823797
512,Cabe Chilli,3/27/2021,Hujan,23962.68201,26382.60674
513,Cabe Kriting,3/27/2021,Hujan,29089.16155,31167.764
514,Cabe Rawit,3/27/2021,Hujan,37741.21754,41269.81343
515,Kol,3/27/2021,Hujan,6869.640686,7324.312706
516,Buncis,3/27/2021,Hujan,2516.59416,2854.186273
517,Sawi Putih,3/28/2021,Hujan,1208.806398,1282.935081
518,Cabe Chilli,3/28/2021,Hujan,23167.58775,25970.3043
519,Cabe Kriting,3/28/2021,Hujan,32103.33707,34504.16442
520,Cabe Rawit,3/28/2021,Hujan,46495.68269,50096.72478
521,Kol,3/28/2021,Hujan,2140.793445,2438.817789
522,Buncis,3/28/2021,Hujan,2040.260184,2372.923608
523,Sawi Putih,3/29/2021,Hujan,3142.021042,3627.129546
524,Cabe Chilli,3/29/2021,Hujan,24041.2072,27984.98677
525,Cabe Kriting,3/29/2021,Hujan,35170.85538,38702.06425
526,Cabe Rawit,3/29/2021,Hujan,41173.46863,48034.45002
527,Kol,3/29/2021,Hujan,3491.780455,3690.187921
528,Buncis,3/29/2021,Hujan,5410.897254,5979.746639
529,Sawi Putih,3/30/2021,Hujan,1036.634022,1144.351108
530,Cabe Chilli,3/30/2021,Hujan,24060.27408,26046.3359
531,Cabe Kriting,3/30/2021,Hujan,31137.86227,35580.82667
532,Cabe Rawit,3/30/2021,Hujan,43470.83228,49877.90247
533,Kol,3/30/2021,Hujan,6177.28335,7226.97332
534,Buncis,3/30/2021,Hujan,5358.183056,5808.852555
535,Sawi Putih,3/31/2021,Hujan,1075.550586,1234.922871
536,Cabe Chilli,3/31/2021,Hujan,21013.86075,23001.42098
537,Cabe Kriting,3/31/2021,Hujan,31534.67541,37038.41503
538,Cabe Rawit,3/31/2021,Hujan,49569.89043,52339.86487
539,Kol,3/31/2021,Hujan,4100.819266,4377.619706
540,Buncis,3/31/2021,Hujan,4482.83031,4938.070335
541,Sawi Putih,4/1/2021,Kemarau,2999.872356,3259.125018
542,Cabe Chilli,4/1/2021,Kemarau,34278.18264,36431.32802
543,Cabe Kriting,4/1/2021,Kemarau,32028.03751,34354.43625
544,Cabe Rawit,4/1/2021,Kemarau,63351.81935,66901.99803
545,Kol,4/1/2021,Kemarau,5230.560093,5692.614673
546,Buncis,4/1/2021,Kemarau,4683.084887,5083.246445
547,Sawi Putih,4/2/2021,Kemarau,2155.36446,2460.618013
548,Cabe Chilli,4/2/2021,Kemarau,22969.49301,26005.74943
549,Cabe Kriting,4/2/2021,Kemarau,36367.81892,40535.15916
550,Cabe Rawit,4/2/2021,Kemarau,53799.46736,60945.62459
551,Kol,4/2/2021,Kemarau,9387.277819,10040.44681
552,Buncis,4/2/2021,Kemarau,2151.441753,2359.834661
553,Sawi Putih,4/3/2021,Kemarau,2044.487498,2226.485668
554,Cabe Chilli,4/3/2021,Kemarau,30670.94376,34502.73108
555,Cabe Kriting,4/3/2021,Kemarau,33365.25969,38845.59146
556,Cabe Rawit,4/3/2021,Kemarau,48643.19643,54844.98058
557,Kol,4/3/2021,Kemarau,6606.24224,7519.473211
558,Buncis,4/3/2021,Kemarau,5469.12383,6358.773461
559,Sawi Putih,4/4/2021,Kemarau,3044.620358,3522.38542
560,Cabe Chilli,4/4/2021,Kemarau,33552.5509,37159.17403
561,Cabe Kriting,4/4/2021,Kemarau,32342.05149,37279.80367
562,Cabe Rawit,4/4/2021,Kemarau,47296.89103,54377.95712
563,Kol,4/4/2021,Kemarau,6189.156242,6734.63902
564,Buncis,4/4/2021,Kemarau,6388.753642,6906.861194
565,Sawi Putih,4/5/2021,Kemarau,3401.995784,3642.392852
566,Cabe Chilli,4/5/2021,Kemarau,31677.04795,33829.98168
567,Cabe Kriting,4/5/2021,Kemarau,32739.63012,37313.64334
568,Cabe Rawit,4/5/2021,Kemarau,57547.75636,64153.01445
569,Kol,4/5/2021,Kemarau,6645.30748,7439.039244
570,Buncis,4/5/2021,Kemarau,2934.413138,3294.890399
571,Sawi Putih,4/6/2021,Kemarau,1224.085302,1379.606759
572,Cabe Chilli,4/6/2021,Kemarau,24440.89607,27087.67718
573,Cabe Kriting,4/6/2021,Kemarau,36043.1667,38931.06047
574,Cabe Rawit,4/6/2021,Kemarau,55894.40557,60485.17129
575,Kol,4/6/2021,Kemarau,2481.391157,2801.943624
576,Buncis,4/6/2021,Kemarau,3125.386609,3645.372869
577,Sawi Putih,4/7/2021,Kemarau,624.1313994,696.382184
578,Cabe Chilli,4/7/2021,Kemarau,23584.61002,25216.36776
579,Cabe Kriting,4/7/2021,Kemarau,31107.21424,34439.11126
580,Cabe Rawit,4/7/2021,Kemarau,55089.1089,58519.7128
581,Kol,4/7/2021,Kemarau,4229.692413,4531.349424
582,Buncis,4/7/2021,Kemarau,2020.025352,2203.264547
583,Sawi Putih,4/8/2021,Kemarau,1218.112581,1319.521768
584,Cabe Chilli,4/8/2021,Kemarau,29608.11147,31680.43191
585,Cabe Kriting,4/8/2021,Kemarau,39891.92515,43056.10331
586,Cabe Rawit,4/8/2021,Kemarau,63665.71969,68506.17064
587,Kol,4/8/2021,Kemarau,3372.382663,3966.391133
588,Buncis,4/8/2021,Kemarau,5725.999545,6636.168901
589,Sawi Putih,4/9/2021,Kemarau,2640.596964,2826.795057
590,Cabe Chilli,4/9/2021,Kemarau,26830.61965,28595.85487
591,Cabe Kriting,4/9/2021,Kemarau,30865.99387,36095.02648
592,Cabe Rawit,4/9/2021,Kemarau,57385.59619,65894.63754
593,Kol,4/9/2021,Kemarau,6154.979908,6654.039419
594,Buncis,4/9/2021,Kemarau,2595.501057,2861.763997
595,Sawi Putih,4/10/2021,Kemarau,2535.617967,2829.916569
596,Cabe Chilli,4/10/2021,Kemarau,30794.25417,35209.97753
597,Cabe Kriting,4/10/2021,Kemarau,41110.85107,47564.2342
598,Cabe Rawit,4/10/2021,Kemarau,48061.07617,53724.08576
599,Kol,4/10/2021,Kemarau,7971.227722,9141.107184
600,Buncis,4/10/2021,Kemarau,4022.494875,4621.326931
601,Sawi Putih,4/11/2021,Kemarau,1920.146399,2248.810735
602,Cabe Chilli,4/11/2021,Kemarau,24013.52543,26374.76546
603,Cabe Kriting,4/11/2021,Kemarau,26961.10307,31618.52469
604,Cabe Rawit,4/11/2021,Kemarau,53168.69382,62126.55763
605,Kol,4/11/2021,Kemarau,9575.006525,10293.80583
606,Buncis,4/11/2021,Kemarau,2698.760585,2945.496522
607,Sawi Putih,4/12/2021,Kemarau,4082.204805,4377.284183
608,Cabe Chilli,4/12/2021,Kemarau,27626.84126,29756.13706
609,Cabe Kriting,4/12/2021,Kemarau,37242.6597,43104.00064
610,Cabe Rawit,4/12/2021,Kemarau,50063.10757,56670.13935
611,Kol,4/12/2021,Kemarau,5130.419973,5505.576896
612,Buncis,4/12/2021,Kemarau,5977.107834,6622.189728
613,Sawi Putih,4/13/2021,Kemarau,4261.274391,4778.442881
614,Cabe Chilli,4/13/2021,Kemarau,33883.45518,39495.11644
615,Cabe Kriting,4/13/2021,Kemarau,53824.82274,58916.15134
616,Cabe Rawit,4/13/2021,Kemarau,56672.20345,63808.87433
617,Kol,4/13/2021,Kemarau,3545.51275,3778.764105
618,Buncis,4/13/2021,Kemarau,7615.617129,8177.429539
619,Sawi Putih,4/14/2021,Kemarau,2187.485207,2544.082026
620,Cabe Chilli,4/14/2021,Kemarau,40277.80938,46862.70158
621,Cabe Kriting,4/14/2021,Kemarau,42376.82275,49770.12342
622,Cabe Rawit,4/14/2021,Kemarau,56128.34094,62142.50671
623,Kol,4/14/2021,Kemarau,9162.687133,10099.80668
624,Buncis,4/14/2021,Kemarau,2721.427162,2878.785277
625,Sawi Putih,4/15/2021,Kemarau,4075.840575,4313.187128
626,Cabe Chilli,4/15/2021,Kemarau,38921.15612,42268.08792
627,Cabe Kriting,4/15/2021,Kemarau,54018.13631,56907.8412
628,Cabe Rawit,4/15/2021,Kemarau,61015.48422,71428.57624
629,Kol,4/15/2021,Kemarau,4132.971642,4695.337681
630,Buncis,4/15/2021,Kemarau,6673.35572,7599.704833
631,Sawi Putih,4/16/2021,Kemarau,1845.804957,1980.621724
632,Cabe Chilli,4/16/2021,Kemarau,33798.06372,38307.03699
633,Cabe Kriting,4/16/2021,Kemarau,35968.00247,40052.99328
634,Cabe Rawit,4/16/2021,Kemarau,85277.63958,91067.03563
635,Kol,4/16/2021,Kemarau,6090.074597,6908.116961
636,Buncis,4/16/2021,Kemarau,7372.324465,8437.413673
637,Sawi Putih,4/17/2021,Kemarau,4735.314628,5243.027285
638,Cabe Chilli,4/17/2021,Kemarau,38098.89559,41751.15863
639,Cabe Kriting,4/17/2021,Kemarau,42826.20583,50118.36161
640,Cabe Rawit,4/17/2021,Kemarau,69437.74575,76380.39994
641,Kol,4/17/2021,Kemarau,8436.173854,9361.543344
642,Buncis,4/17/2021,Kemarau,5446.598893,5973.960354
643,Sawi Putih,4/18/2021,Kemarau,1823.697023,1943.591875
644,Cabe Chilli,4/18/2021,Kemarau,35878.01391,38003.53238
645,Cabe Kriting,4/18/2021,Kemarau,39428.58928,41546.78262
646,Cabe Rawit,4/18/2021,Kemarau,64655.25239,70344.22149
647,Kol,4/18/2021,Kemarau,5105.312057,5748.524746
648,Buncis,4/18/2021,Kemarau,2976.935744,3305.491657
649,Sawi Putih,4/19/2021,Kemarau,584.8885512,649.3692303
650,Cabe Chilli,4/19/2021,Kemarau,35816.6979,39319.85449
651,Cabe Kriting,4/19/2021,Kemarau,35103.08293,41296.58296
652,Cabe Rawit,4/19/2021,Kemarau,66513.13755,75557.53106
653,Kol,4/19/2021,Kemarau,6458.92442,7060.071837
654,Buncis,4/19/2021,Kemarau,2065.324176,2296.130282
655,Sawi Putih,4/20/2021,Kemarau,635.3712398,710.3806328
656,Cabe Chilli,4/20/2021,Kemarau,37994.82237,42071.93005
657,Cabe Kriting,4/20/2021,Kemarau,43561.1894,50147.15368
658,Cabe Rawit,4/20/2021,Kemarau,70675.47169,78864.00026
659,Kol,4/20/2021,Kemarau,11718.40338,12794.07043
660,Buncis,4/20/2021,Kemarau,7305.028018,8002.975689
661,Sawi Putih,4/21/2021,Kemarau,3479.561829,3958.652431
662,Cabe Chilli,4/21/2021,Kemarau,29291.48232,32148.47345
663,Cabe Kriting,4/21/2021,Kemarau,42407.74932,47221.27565
664,Cabe Rawit,4/21/2021,Kemarau,66330.5066,77000.48657
665,Kol,4/21/2021,Kemarau,10827.97039,11896.15638
666,Buncis,4/21/2021,Kemarau,2201.706145,2469.290773
667,Sawi Putih,4/22/2021,Kemarau,3564.853543,3777.626546
668,Cabe Chilli,4/22/2021,Kemarau,32103.67648,34457.96161
669,Cabe Kriting,4/22/2021,Kemarau,53499.34029,58820.65179
670,Cabe Rawit,4/22/2021,Kemarau,73786.82558,78718.85379
671,Kol,4/22/2021,Kemarau,8785.324525,10016.53387
672,Buncis,4/22/2021,Kemarau,7787.744028,8328.402324
673,Sawi Putih,4/23/2021,Kemarau,4763.533652,5118.393092
674,Cabe Chilli,4/23/2021,Kemarau,31362.60427,33988.84862
675,Cabe Kriting,4/23/2021,Kemarau,41719.49147,47922.25592
676,Cabe Rawit,4/23/2021,Kemarau,80806.36165,88963.61985
677,Kol,4/23/2021,Kemarau,7525.043622,8391.288356
678,Buncis,4/23/2021,Kemarau,7925.651606,8537.187974
679,Sawi Putih,4/24/2021,Kemarau,2648.615341,2918.963287
680,Cabe Chilli,4/24/2021,Kemarau,36573.69886,41424.20222
681,Cabe Kriting,4/24/2021,Kemarau,37370.26082,41687.99266
682,Cabe Rawit,4/24/2021,Kemarau,70169.42136,79811.26544
683,Kol,4/24/2021,Kemarau,12015.90081,12818.41566
684,Buncis,4/24/2021,Kemarau,6545.422916,6901.797618
685,Sawi Putih,4/25/2021,Kemarau,2646.085443,2936.968551
686,Cabe Chilli,4/25/2021,Kemarau,37835.34396,40575.39844
687,Cabe Kriting,4/25/2021,Kemarau,52114.00817,57943.67268
688,Cabe Rawit,4/25/2021,Kemarau,55556.66493,63880.68624
689,Kol,4/25/2021,Kemarau,3770.382837,4052.830611
690,Buncis,4/25/2021,Kemarau,2797.159415,3248.400502
691,Sawi Putih,4/26/2021,Kemarau,2781.190851,3179.955316
692,Cabe Chilli,4/26/2021,Kemarau,28765.1273,31110.60347
693,Cabe Kriting,4/26/2021,Kemarau,42698.2763,47067.71356
694,Cabe Rawit,4/26/2021,Kemarau,63544.79297,70632.99006
695,Kol,4/26/2021,Kemarau,12680.76194,13532.11385
696,Buncis,4/26/2021,Kemarau,7228.170759,8497.942854
697,Sawi Putih,4/27/2021,Kemarau,4766.821638,5529.314878
698,Cabe Chilli,4/27/2021,Kemarau,32083.72674,35199.4413
699,Cabe Kriting,4/27/2021,Kemarau,39262.00547,44173.81288
700,Cabe Rawit,4/27/2021,Kemarau,66532.17775,75930.06388
701,Kol,4/27/2021,Kemarau,8300.408986,9332.132014
702,Buncis,4/27/2021,Kemarau,4759.249657,5529.012867
703,Sawi Putih,4/28/2021,Kemarau,3133.999899,3597.135034
704,Cabe Chilli,4/28/2021,Kemarau,38280.33929,42388.18673
705,Cabe Kriting,4/28/2021,Kemarau,44704.0471,50921.68845
706,Cabe Rawit,4/28/2021,Kemarau,61247.0799,70618.88461
707,Kol,4/28/2021,Kemarau,4061.126936,4438.232061
708,Buncis,4/28/2021,Kemarau,6045.667998,7043.030455
709,Sawi Putih,4/29/2021,Kemarau,1948.715263,2144.391785
710,Cabe Chilli,4/29/2021,Kemarau,35976.40787,41952.89259
711,Cabe Kriting,4/29/2021,Kemarau,41377.34884,47039.84138
712,Cabe Rawit,4/29/2021,Kemarau,60718.54581,69841.81972
713,Kol,4/29/2021,Kemarau,12418.09556,13108.74767
714,Buncis,4/29/2021,Kemarau,4445.144593,4868.673323
715,Sawi Putih,4/30/2021,Kemarau,832.9613609,975.574238
716,Cabe Chilli,4/30/2021,Kemarau,42742.8767,46607.41136
717,Cabe Kriting,4/30/2021,Kemarau,38382.50904,40789.43062
718,Cabe Rawit,4/30/2021,Kemarau,77093.53354,88993.32105
719,Kol,4/30/2021,Kemarau,7027.41408,8038.564167
720,Buncis,4/30/2021,Kemarau,5607.062414,6465.713038
721,Sawi Putih,5/1/2021,Kemarau,4676.932812,5322.855525
722,Cabe Chilli,5/1/2021,Kemarau,42460.28995,44830.13114
723,Cabe Kriting,5/1/2021,Kemarau,36962.17887,40643.96008
724,Cabe Rawit,5/1/2021,Kemarau,55966.76378,61923.84741
725,Kol,5/1/2021,Kemarau,7402.595869,8156.733201
726,Buncis,5/1/2021,Kemarau,5816.717638,6736.629541
727,Sawi Putih,5/2/2021,Kemarau,1345.309047,1490.086399
728,Cabe Chilli,5/2/2021,Kemarau,31515.88524,36400.93195
729,Cabe Kriting,5/2/2021,Kemarau,41656.56548,46484.92309
730,Cabe Rawit,5/2/2021,Kemarau,66044.96403,74604.90734
731,Kol,5/2/2021,Kemarau,9191.642376,9700.890723
732,Buncis,5/2/2021,Kemarau,3027.847484,3283.65546
733,Sawi Putih,5/3/2021,Kemarau,4181.458341,4536.348522
734,Cabe Chilli,5/3/2021,Kemarau,36029.59873,39276.40976
735,Cabe Kriting,5/3/2021,Kemarau,45083.23298,48211.92953
736,Cabe Rawit,5/3/2021,Kemarau,68557.33715,76787.87462
737,Kol,5/3/2021,Kemarau,11078.07168,12708.31948
738,Buncis,5/3/2021,Kemarau,5458.493882,6249.250342
739,Sawi Putih,5/4/2021,Kemarau,4103.249366,4823.699141
740,Cabe Chilli,5/4/2021,Kemarau,27979.89593,32452.54039
741,Cabe Kriting,5/4/2021,Kemarau,40958.26275,43185.84828
742,Cabe Rawit,5/4/2021,Kemarau,59013.39583,68185.64371
743,Kol,5/4/2021,Kemarau,5235.394923,5680.246406
744,Buncis,5/4/2021,Kemarau,4630.241193,5429.086307
745,Sawi Putih,5/5/2021,Kemarau,3819.79716,4184.839938
746,Cabe Chilli,5/5/2021,Kemarau,33280.17278,37387.03032
747,Cabe Kriting,5/5/2021,Kemarau,36633.38509,42552.62977
748,Cabe Rawit,5/5/2021,Kemarau,72712.79368,82863.24042
749,Kol,5/5/2021,Kemarau,6889.453603,8104.116706
750,Buncis,5/5/2021,Kemarau,2960.210819,3318.639332
751,Sawi Putih,5/6/2021,Kemarau,1709.757601,1996.500578
752,Cabe Chilli,5/6/2021,Kemarau,34670.54562,37757.74629
753,Cabe Kriting,5/6/2021,Kemarau,51968.249,59322.69676
754,Cabe Rawit,5/6/2021,Kemarau,72858.32001,80972.61635
755,Kol,5/6/2021,Kemarau,8481.926267,9314.707359
756,Buncis,5/6/2021,Kemarau,5806.248952,6458.037316
757,Sawi Putih,5/7/2021,Kemarau,711.3950936,805.1407348
758,Cabe Chilli,5/7/2021,Kemarau,35815.90232,39874.97752
759,Cabe Kriting,5/7/2021,Kemarau,50260.86785,54001.63779
760,Cabe Rawit,5/7/2021,Kemarau,75506.47512,86182.60405
761,Kol,5/7/2021,Kemarau,7955.551334,9186.703849
762,Buncis,5/7/2021,Kemarau,4226.347385,4487.938232
763,Sawi Putih,5/8/2021,Kemarau,4173.321986,4614.075837
764,Cabe Chilli,5/8/2021,Kemarau,34659.73072,37695.35848
765,Cabe Kriting,5/8/2021,Kemarau,46703.11107,53513.58495
766,Cabe Rawit,5/8/2021,Kemarau,82495.67412,91637.90706
767,Kol,5/8/2021,Kemarau,5140.281298,5657.767024
768,Buncis,5/8/2021,Kemarau,5657.058497,6117.400055
769,Sawi Putih,5/9/2021,Kemarau,5002.995776,5595.331494
770,Cabe Chilli,5/9/2021,Kemarau,36689.0015,40840.53452
771,Cabe Kriting,5/9/2021,Kemarau,44433.05567,49072.63653
772,Cabe Rawit,5/9/2021,Kemarau,60807.00758,68840.98347
773,Kol,5/9/2021,Kemarau,4703.939358,5066.109
774,Buncis,5/9/2021,Kemarau,7012.023027,7507.047321
775,Sawi Putih,5/10/2021,Kemarau,3056.546703,3566.590722
776,Cabe Chilli,5/10/2021,Kemarau,31183.89388,34929.95136
777,Cabe Kriting,5/10/2021,Kemarau,38618.4718,43357.8792
778,Cabe Rawit,5/10/2021,Kemarau,61884.38533,68839.21501
779,Kol,5/10/2021,Kemarau,7621.366222,8478.859627
780,Buncis,5/10/2021,Kemarau,2478.292591,2801.598953
781,Sawi Putih,5/11/2021,Kemarau,1483.578969,1613.341724
782,Cabe Chilli,5/11/2021,Kemarau,40772.75148,45935.80508
783,Cabe Kriting,5/11/2021,Kemarau,46516.23185,52920.74632
784,Cabe Rawit,5/11/2021,Kemarau,70619.31038,82331.63647
785,Kol,5/11/2021,Kemarau,4430.288886,4730.236622
786,Buncis,5/11/2021,Kemarau,8817.829996,9287.424237
787,Sawi Putih,5/12/2021,Kemarau,2803.090901,3178.225019
788,Cabe Chilli,5/12/2021,Kemarau,40424.94684,44930.50045
789,Cabe Kriting,5/12/2021,Kemarau,51600.76842,57601.56847
790,Cabe Rawit,5/12/2021,Kemarau,64145.69132,69430.76958
791,Kol,5/12/2021,Kemarau,4610.499671,4977.575131
792,Buncis,5/12/2021,Kemarau,2458.042081,2605.541003
793,Sawi Putih,5/13/2021,Kemarau,3027.542497,3282.636501
794,Cabe Chilli,5/13/2021,Kemarau,37983.91384,40532.43966
795,Cabe Kriting,5/13/2021,Kemarau,50946.43944,54316.43318
796,Cabe Rawit,5/13/2021,Kemarau,66889.08091,74909.35254
797,Kol,5/13/2021,Kemarau,6092.785179,7093.584049
798,Buncis,5/13/2021,Kemarau,3426.818595,3674.062225
799,Sawi Putih,5/14/2021,Kemarau,2946.699094,3206.447897
800,Cabe Chilli,5/14/2021,Kemarau,28114.68295,31289.78754
801,Cabe Kriting,5/14/2021,Kemarau,58662.38906,63667.46743
802,Cabe Rawit,5/14/2021,Kemarau,64214.72803,75033.79993
803,Kol,5/14/2021,Kemarau,4809.154224,5452.913134
804,Buncis,5/14/2021,Kemarau,4412.773515,4794.406829
805,Sawi Putih,5/15/2021,Kemarau,1836.031354,2008.057586
806,Cabe Chilli,5/15/2021,Kemarau,42399.77192,45533.70078
807,Cabe Kriting,5/15/2021,Kemarau,55538.37851,62018.46393
808,Cabe Rawit,5/15/2021,Kemarau,57160.85651,65142.02187
809,Kol,5/15/2021,Kemarau,6584.479765,6987.559612
810,Buncis,5/15/2021,Kemarau,6375.312416,6875.302301
811,Sawi Putih,5/16/2021,Kemarau,4047.205294,4592.033453
812,Cabe Chilli,5/16/2021,Kemarau,34588.4969,36488.47779
813,Cabe Kriting,5/16/2021,Kemarau,38579.3318,44883.54888
814,Cabe Rawit,5/16/2021,Kemarau,63587.022,70557.16139
815,Kol,5/16/2021,Kemarau,11816.0567,13236.23663
816,Buncis,5/16/2021,Kemarau,3068.263246,3437.938709
817,Sawi Putih,5/17/2021,Kemarau,1092.423476,1273.506412
818,Cabe Chilli,5/17/2021,Kemarau,38621.56999,41114.29211
819,Cabe Kriting,5/17/2021,Kemarau,41335.54264,45488.37193
820,Cabe Rawit,5/17/2021,Kemarau,64043.65943,67786.56351
821,Kol,5/17/2021,Kemarau,4829.081839,5088.591316
